"","GEOID","NAME","variable","estimate","moe"
"1","51","Virginia","B01001_001",8185131,NA
"2","51","Virginia","B01001_002",4022624,1460
"3","51","Virginia","B01001_003",260942,734
"4","51","Virginia","B01001_004",263508,2641
"5","51","Virginia","B01001_005",265683,2705
"6","51","Virginia","B01001_006",160987,772
"7","51","Virginia","B01001_007",120596,1525
"8","51","Virginia","B01001_008",64613,1889
"9","51","Virginia","B01001_009",63376,2027
"10","51","Virginia","B01001_010",173177,2325
"11","51","Virginia","B01001_011",293445,1115
"12","51","Virginia","B01001_012",280199,837
"13","51","Virginia","B01001_013",262634,2766
"14","51","Virginia","B01001_014",281536,2565
"15","51","Virginia","B01001_015",292350,809
"16","51","Virginia","B01001_016",294431,737
"17","51","Virginia","B01001_017",257417,2190
"18","51","Virginia","B01001_018",94002,1696
"19","51","Virginia","B01001_019",130586,2105
"20","51","Virginia","B01001_020",76095,1296
"21","51","Virginia","B01001_021",94171,1529
"22","51","Virginia","B01001_022",117465,1430
"23","51","Virginia","B01001_023",79539,1416
"24","51","Virginia","B01001_024",54232,1242
"25","51","Virginia","B01001_025",41640,966
"26","51","Virginia","B01001_026",4162507,1460
"27","51","Virginia","B01001_027",250378,738
"28","51","Virginia","B01001_028",255307,2135
"29","51","Virginia","B01001_029",251960,2259
"30","51","Virginia","B01001_030",153519,702
"31","51","Virginia","B01001_031",115274,1503
"32","51","Virginia","B01001_032",58652,1758
"33","51","Virginia","B01001_033",60299,1750
"34","51","Virginia","B01001_034",165735,2166
"35","51","Virginia","B01001_035",285342,1002
"36","51","Virginia","B01001_036",278891,848
"37","51","Virginia","B01001_037",265247,2395
"38","51","Virginia","B01001_038",289313,2358
"39","51","Virginia","B01001_039",302685,765
"40","51","Virginia","B01001_040",308717,497
"41","51","Virginia","B01001_041",277096,2082
"42","51","Virginia","B01001_042",103262,1925
"43","51","Virginia","B01001_043",142924,2223
"44","51","Virginia","B01001_044",80718,1675
"45","51","Virginia","B01001_045",105395,1434
"46","51","Virginia","B01001_046",140864,1760
"47","51","Virginia","B01001_047",101738,1774
"48","51","Virginia","B01001_048",79488,1398
"49","51","Virginia","B01001_049",89703,1722
