"","GEOID","NAME","variable","estimate","moe"
"1","51550","Chesapeake city, Virginia","B01001_001",223233,NA
"2","51550","Chesapeake city, Virginia","B01001_002",108598,105
"3","51550","Chesapeake city, Virginia","B01001_003",7322,45
"4","51550","Chesapeake city, Virginia","B01001_004",8105,373
"5","51550","Chesapeake city, Virginia","B01001_005",8221,365
"6","51550","Chesapeake city, Virginia","B01001_006",5521,45
"7","51550","Chesapeake city, Virginia","B01001_007",3429,90
"8","51550","Chesapeake city, Virginia","B01001_008",1659,262
"9","51550","Chesapeake city, Virginia","B01001_009",1300,251
"10","51550","Chesapeake city, Virginia","B01001_010",4446,314
"11","51550","Chesapeake city, Virginia","B01001_011",7230,22
"12","51550","Chesapeake city, Virginia","B01001_012",6804,40
"13","51550","Chesapeake city, Virginia","B01001_013",7106,418
"14","51550","Chesapeake city, Virginia","B01001_014",7871,426
"15","51550","Chesapeake city, Virginia","B01001_015",9096,37
"16","51550","Chesapeake city, Virginia","B01001_016",8637,56
"17","51550","Chesapeake city, Virginia","B01001_017",6778,340
"18","51550","Chesapeake city, Virginia","B01001_018",2271,270
"19","51550","Chesapeake city, Virginia","B01001_019",2834,290
"20","51550","Chesapeake city, Virginia","B01001_020",1572,244
"21","51550","Chesapeake city, Virginia","B01001_021",2243,234
"22","51550","Chesapeake city, Virginia","B01001_022",2450,246
"23","51550","Chesapeake city, Virginia","B01001_023",1813,218
"24","51550","Chesapeake city, Virginia","B01001_024",1031,176
"25","51550","Chesapeake city, Virginia","B01001_025",859,146
"26","51550","Chesapeake city, Virginia","B01001_026",114635,105
"27","51550","Chesapeake city, Virginia","B01001_027",7030,51
"28","51550","Chesapeake city, Virginia","B01001_028",7961,464
"29","51550","Chesapeake city, Virginia","B01001_029",7904,462
"30","51550","Chesapeake city, Virginia","B01001_030",5377,101
"31","51550","Chesapeake city, Virginia","B01001_031",2782,115
"32","51550","Chesapeake city, Virginia","B01001_032",1384,241
"33","51550","Chesapeake city, Virginia","B01001_033",1499,264
"34","51550","Chesapeake city, Virginia","B01001_034",4080,300
"35","51550","Chesapeake city, Virginia","B01001_035",7209,59
"36","51550","Chesapeake city, Virginia","B01001_036",7180,36
"37","51550","Chesapeake city, Virginia","B01001_037",7291,509
"38","51550","Chesapeake city, Virginia","B01001_038",8905,517
"39","51550","Chesapeake city, Virginia","B01001_039",9814,44
"40","51550","Chesapeake city, Virginia","B01001_040",9247,64
"41","51550","Chesapeake city, Virginia","B01001_041",7241,328
"42","51550","Chesapeake city, Virginia","B01001_042",2627,277
"43","51550","Chesapeake city, Virginia","B01001_043",3533,305
"44","51550","Chesapeake city, Virginia","B01001_044",1982,255
"45","51550","Chesapeake city, Virginia","B01001_045",2270,234
"46","51550","Chesapeake city, Virginia","B01001_046",3177,254
"47","51550","Chesapeake city, Virginia","B01001_047",2498,242
"48","51550","Chesapeake city, Virginia","B01001_048",1966,253
"49","51550","Chesapeake city, Virginia","B01001_049",1678,240
"50","51620","Franklin city, Virginia","B01001_001",8531,NA
"51","51620","Franklin city, Virginia","B01001_002",3808,54
"52","51620","Franklin city, Virginia","B01001_003",324,47
"53","51620","Franklin city, Virginia","B01001_004",334,97
"54","51620","Franklin city, Virginia","B01001_005",215,97
"55","51620","Franklin city, Virginia","B01001_006",134,27
"56","51620","Franklin city, Virginia","B01001_007",160,80
"57","51620","Franklin city, Virginia","B01001_008",125,61
"58","51620","Franklin city, Virginia","B01001_009",108,92
"59","51620","Franklin city, Virginia","B01001_010",64,57
"60","51620","Franklin city, Virginia","B01001_011",139,62
"61","51620","Franklin city, Virginia","B01001_012",194,118
"62","51620","Franklin city, Virginia","B01001_013",269,122
"63","51620","Franklin city, Virginia","B01001_014",151,82
"64","51620","Franklin city, Virginia","B01001_015",323,118
"65","51620","Franklin city, Virginia","B01001_016",208,91
"66","51620","Franklin city, Virginia","B01001_017",192,74
"67","51620","Franklin city, Virginia","B01001_018",151,66
"68","51620","Franklin city, Virginia","B01001_019",156,73
"69","51620","Franklin city, Virginia","B01001_020",117,52
"70","51620","Franklin city, Virginia","B01001_021",54,45
"71","51620","Franklin city, Virginia","B01001_022",146,68
"72","51620","Franklin city, Virginia","B01001_023",92,46
"73","51620","Franklin city, Virginia","B01001_024",61,37
"74","51620","Franklin city, Virginia","B01001_025",91,45
"75","51620","Franklin city, Virginia","B01001_026",4723,54
"76","51620","Franklin city, Virginia","B01001_027",315,47
"77","51620","Franklin city, Virginia","B01001_028",304,76
"78","51620","Franklin city, Virginia","B01001_029",267,69
"79","51620","Franklin city, Virginia","B01001_030",140,31
"80","51620","Franklin city, Virginia","B01001_031",168,95
"81","51620","Franklin city, Virginia","B01001_032",98,61
"82","51620","Franklin city, Virginia","B01001_033",50,53
"83","51620","Franklin city, Virginia","B01001_034",70,72
"84","51620","Franklin city, Virginia","B01001_035",219,28
"85","51620","Franklin city, Virginia","B01001_036",327,95
"86","51620","Franklin city, Virginia","B01001_037",231,86
"87","51620","Franklin city, Virginia","B01001_038",297,89
"88","51620","Franklin city, Virginia","B01001_039",411,99
"89","51620","Franklin city, Virginia","B01001_040",307,99
"90","51620","Franklin city, Virginia","B01001_041",338,79
"91","51620","Franklin city, Virginia","B01001_042",138,64
"92","51620","Franklin city, Virginia","B01001_043",146,61
"93","51620","Franklin city, Virginia","B01001_044",117,78
"94","51620","Franklin city, Virginia","B01001_045",101,68
"95","51620","Franklin city, Virginia","B01001_046",193,55
"96","51620","Franklin city, Virginia","B01001_047",106,60
"97","51620","Franklin city, Virginia","B01001_048",208,68
"98","51620","Franklin city, Virginia","B01001_049",172,63
"99","51650","Hampton city, Virginia","B01001_001",137471,NA
"100","51650","Hampton city, Virginia","B01001_002",66020,112
"101","51650","Hampton city, Virginia","B01001_003",4474,49
"102","51650","Hampton city, Virginia","B01001_004",4270,345
"103","51650","Hampton city, Virginia","B01001_005",4449,350
"104","51650","Hampton city, Virginia","B01001_006",2854,82
"105","51650","Hampton city, Virginia","B01001_007",2146,59
"106","51650","Hampton city, Virginia","B01001_008",1181,297
"107","51650","Hampton city, Virginia","B01001_009",1357,265
"108","51650","Hampton city, Virginia","B01001_010",4003,345
"109","51650","Hampton city, Virginia","B01001_011",5327,75
"110","51650","Hampton city, Virginia","B01001_012",4076,50
"111","51650","Hampton city, Virginia","B01001_013",3623,396
"112","51650","Hampton city, Virginia","B01001_014",4155,395
"113","51650","Hampton city, Virginia","B01001_015",4801,116
"114","51650","Hampton city, Virginia","B01001_016",4864,94
"115","51650","Hampton city, Virginia","B01001_017",4349,279
"116","51650","Hampton city, Virginia","B01001_018",1430,202
"117","51650","Hampton city, Virginia","B01001_019",1700,227
"118","51650","Hampton city, Virginia","B01001_020",883,184
"119","51650","Hampton city, Virginia","B01001_021",1635,187
"120","51650","Hampton city, Virginia","B01001_022",1686,202
"121","51650","Hampton city, Virginia","B01001_023",1388,170
"122","51650","Hampton city, Virginia","B01001_024",800,136
"123","51650","Hampton city, Virginia","B01001_025",569,122
"124","51650","Hampton city, Virginia","B01001_026",71451,112
"125","51650","Hampton city, Virginia","B01001_027",4355,56
"126","51650","Hampton city, Virginia","B01001_028",3730,304
"127","51650","Hampton city, Virginia","B01001_029",4408,313
"128","51650","Hampton city, Virginia","B01001_030",2691,94
"129","51650","Hampton city, Virginia","B01001_031",2481,110
"130","51650","Hampton city, Virginia","B01001_032",1815,315
"131","51650","Hampton city, Virginia","B01001_033",1107,208
"132","51650","Hampton city, Virginia","B01001_034",3403,361
"133","51650","Hampton city, Virginia","B01001_035",5397,88
"134","51650","Hampton city, Virginia","B01001_036",4460,58
"135","51650","Hampton city, Virginia","B01001_037",4162,339
"136","51650","Hampton city, Virginia","B01001_038",4367,348
"137","51650","Hampton city, Virginia","B01001_039",5386,24
"138","51650","Hampton city, Virginia","B01001_040",5433,46
"139","51650","Hampton city, Virginia","B01001_041",4521,314
"140","51650","Hampton city, Virginia","B01001_042",1805,265
"141","51650","Hampton city, Virginia","B01001_043",2058,285
"142","51650","Hampton city, Virginia","B01001_044",1383,192
"143","51650","Hampton city, Virginia","B01001_045",1696,210
"144","51650","Hampton city, Virginia","B01001_046",2180,186
"145","51650","Hampton city, Virginia","B01001_047",1844,241
"146","51650","Hampton city, Virginia","B01001_048",1450,201
"147","51650","Hampton city, Virginia","B01001_049",1319,250
"148","51700","Newport News city, Virginia","B01001_001",180831,NA
