INCIDENT DATE,AGENCY NAME,JURISDICTION,REASON FOR STOP,PERSON TYPE,RACE,ETHNICITY,AGE,GENDER,ENGLISH SPEAKING,ACTION TAKEN,VIOLATION TYPE,SPECIFIC VIOLATION,VIRGINIA CRIME CODE,PERSON SEARCHED?,VEHICLE SEARCHED?,ADDITIONAL ARREST?,PHYSICAL FORCE BY OFFICER,PHYSICAL FORCE BY SUBJECT,RESIDENCY
7/1/2021 0:00,Gloucester County Sheriff's Office,GLOUCESTER CO,TRAFFIC VIOLATION,Driver,WHITE,NON-HISPANIC,24,MALE,YES,CITATION/SUMMONS,,46.2-300,,NO,NO,,NO,NO,
7/1/2021 0:00,Boykins Police Department,SOUTHAMPTON CO,TRAFFIC VIOLATION,Driver,WHITE,NON-HISPANIC,37,MALE,YES,CITATION/SUMMONS,,46.2-1080,,NO,NO,,NO,NO,Out of State resident
7/1/2021 0:00,Boykins Police Department,SOUTHAMPTON CO,TRAFFIC VIOLATION,Driver,BLACK OR AFRICAN AMERICAN,NON-HISPANIC,50,FEMALE,YES,WARNING,,46.2-875,,NO,NO,,NO,NO,Out of State resident
7/1/2021 0:00,Branchville Police Department,SOUTHAMPTON CO,TRAFFIC VIOLATION,Driver,BLACK OR AFRICAN AMERICAN,NON-HISPANIC,30,MALE,YES,CITATION/SUMMONS,,46.2-875,,NO,NO,,NO,NO,Out of State resident
7/1/2021 0:00,Branchville Police Department,SOUTHAMPTON CO,TRAFFIC VIOLATION,Driver,BLACK OR AFRICAN AMERICAN,NON-HISPANIC,36,MALE,YES,CITATION/SUMMONS,,46.2-1080,,NO,NO,,NO,NO,Out of State resident
7/1/2021 0:00,Branchville Police Department,SOUTHAMPTON CO,TRAFFIC VIOLATION,Driver,BLACK OR AFRICAN AMERICAN,NON-HISPANIC,46,MALE,YES,CITATION/SUMMONS,,46.2-1080,,NO,NO,,NO,NO,Out of State resident
7/1/2021 0:00,York - Poquoson Sheriff's Office,YORK CO,TRAFFIC VIOLATION,Driver,WHITE,NON-HISPANIC,21,MALE,YES,WARNING,,46.2-804,,NO,NO,,NO,NO,
7/1/2021 0:00,York - Poquoson Sheriff's Office,YORK CO,TRAFFIC VIOLATION,Driver,BLACK OR AFRICAN AMERICAN,NON-HISPANIC,18,MALE,YES,WARNING,,46.2-878,,NO,NO,,NO,NO,
7/1/2021 0:00,York - Poquoson Sheriff's Office,YORK CO,TRAFFIC VIOLATION,Driver,BLACK OR AFRICAN AMERICAN,NON-HISPANIC,19,FEMALE,YES,WARNING,,46.2-804,,NO,NO,,NO,NO,
7/1/2021 0:00,York - Poquoson Sheriff's Office,YORK CO,TRAFFIC VIOLATION,Driver,WHITE,NON-HISPANIC,27,FEMALE,YES,WARNING,,46.2-804,,NO,NO,,NO,NO,
7/1/2021 0:00,York - Poquoson Sheriff's Office,YORK CO,TRAFFIC VIOLATION,Driver,BLACK OR AFRICAN AMERICAN,NON-HISPANIC,31,FEMALE,YES,CITATION/SUMMONS,,46.2-875,,NO,NO,,NO,NO,
7/1/2021 0:00,York - Poquoson Sheriff's Office,YORK CO,TRAFFIC VIOLATION,Driver,WHITE,NON-HISPANIC,33,MALE,YES,CITATION/SUMMONS,,46.2-875,,NO,NO,,NO,NO,
7/1/2021 0:00,York - Poquoson Sheriff's Office,YORK CO,TRAFFIC VIOLATION,Driver,BLACK OR AFRICAN AMERICAN,NON-HISPANIC,52,FEMALE,YES,CITATION/SUMMONS,,46.2-878,,NO,NO,,NO,NO,
7/1/2021 0:00,York - Poquoson Sheriff's Office,YORK CO,TRAFFIC VIOLATION,Driver,WHITE,NON-HISPANIC,16,MALE,YES,WARNING,,46.2-878,,NO,NO,,NO,NO,
7/1/2021 0:00,York - Poquoson Sheriff's Office,YORK CO,TRAFFIC VIOLATION,Driver,BLACK OR AFRICAN AMERICAN,NON-HISPANIC,46,MALE,YES,CITATION/SUMMONS,,46.2-878,,NO,NO,,NO,NO,
7/1/2021 0:00,York - Poquoson Sheriff's Office,YORK CO,TRAFFIC VIOLATION,Driver,WHITE,NON-HISPANIC,55,FEMALE,YES,WARNING,,46.2-888,,NO,NO,,NO,NO,
7/1/2021 0:00,York - Poquoson Sheriff's Office,YORK CO,TRAFFIC VIOLATION,Driver,BLACK OR AFRICAN AMERICAN,NON-HISPANIC,36,FEMALE,YES,WARNING,,46.2-646,,NO,NO,,NO,NO,
7/1/2021 0:00,York - Poquoson Sheriff's Office,YORK CO,TRAFFIC VIOLATION,Driver,BLACK OR AFRICAN AMERICAN,NON-HISPANIC,29,MALE,YES,CITATION/SUMMONS,,46.2-868,,NO,NO,,NO,NO,
7/1/2021 0:00,York - Poquoson Sheriff's Office,YORK CO,TRAFFIC VIOLATION,Driver,WHITE,HISPANIC,38,FEMALE,YES,WARNING,,46.2-830,,NO,NO,,NO,NO,
7/1/2021 0:00,Norfolk Police Department,NORFOLK,TRAFFIC VIOLATION,Driver,BLACK OR AFRICAN AMERICAN,UNKNOWN,39,MALE,YES,WARNING,,25-167,,NO,NO,,NO,NO,Other Virginia jurisdiction resident
7/1/2021 0:00,Norfolk Police Department,NORFOLK,TRAFFIC VIOLATION,Driver,BLACK OR AFRICAN AMERICAN,NON-HISPANIC,58,MALE,YES,CITATION/SUMMONS,,46.2-646,,NO,NO,,NO,NO,Resident of town/city/county of stop
7/1/2021 0:00,Norfolk Police Department,NORFOLK,TRAFFIC VIOLATION,Driver,WHITE,NON-HISPANIC,33,MALE,YES,CITATION/SUMMONS,,46.2-1158,,NO,NO,,NO,NO,Resident of town/city/county of stop
7/1/2021 0:00,Norfolk Police Department,NORFOLK,TRAFFIC VIOLATION,Driver,WHITE,NON-HISPANIC,36,FEMALE,YES,CITATION/SUMMONS,,46.2-1158,,NO,NO,,NO,NO,Resident of town/city/county of stop
7/1/2021 0:00,Norfolk Police Department,NORFOLK,TRAFFIC VIOLATION,Driver,BLACK OR AFRICAN AMERICAN,NON-HISPANIC,65,MALE,YES,CITATION/SUMMONS,,46.2-1158,,NO,NO,,NO,NO,Resident of town/city/county of stop
7/1/2021 0:00,Norfolk Police Department,NORFOLK,TRAFFIC VIOLATION,Driver,BLACK OR AFRICAN AMERICAN,NON-HISPANIC,23,MALE,YES,WARNING,,25-224,,NO,NO,,NO,NO,Resident of town/city/county of stop
7/1/2021 0:00,Norfolk Police Department,NORFOLK,TRAFFIC VIOLATION,Driver,WHITE,HISPANIC,20,MALE,NO,CITATION/SUMMONS,,46.2-646,,NO,NO,,NO,NO,Resident of town/city/county of stop
7/1/2021 0:00,Norfolk Police Department,NORFOLK,TRAFFIC VIOLATION,Driver,WHITE,HISPANIC,20,MALE,YES,CITATION/SUMMONS,,46.2-1158,,NO,NO,,NO,NO,Resident of town/city/county of stop
7/1/2021 0:00,Norfolk Police Department,NORFOLK,TRAFFIC VIOLATION,Driver,BLACK OR AFRICAN AMERICAN,NON-HISPANIC,24,MALE,YES,CITATION/SUMMONS,,25-224,,NO,NO,,NO,NO,Other Virginia jurisdiction resident
7/1/2021 0:00,Norfolk Police Department,NORFOLK,TRAFFIC VIOLATION,Driver,BLACK OR AFRICAN AMERICAN,NON-HISPANIC,23,MALE,YES,CITATION/SUMMONS,,25-224,,NO,NO,,NO,NO,Resident of town/city/county of stop
7/1/2021 0:00,Norfolk Police Department,NORFOLK,TRAFFIC VIOLATION,Driver,BLACK OR AFRICAN AMERICAN,NON-HISPANIC,25,MALE,YES,WARNING,,25-224,,NO,NO,,NO,NO,Resident of town/city/county of stop
7/1/2021 0:00,Norfolk Police Department,NORFOLK,TRAFFIC VIOLATION,Driver,BLACK OR AFRICAN AMERICAN,UNKNOWN,23,MALE,YES,WARNING,,46.2-646,,NO,NO,,NO,NO,Resident of town/city/county of stop
7/1/2021 0:00,Norfolk Police Department,NORFOLK,TRAFFIC VIOLATION,Driver,BLACK OR AFRICAN AMERICAN,UNKNOWN,44,MALE,YES,WARNING,,46.2-646,,NO,NO,,NO,NO,Resident of town/city/county of stop
7/1/2021 0:00,Norfolk Police Department,NORFOLK,TRAFFIC VIOLATION,Driver,BLACK OR AFRICAN AMERICAN,NON-HISPANIC,26,MALE,YES,CITATION/SUMMONS,,46.2-646,,NO,NO,,NO,NO,Resident of town/city/county of stop
7/1/2021 0:00,Norfolk Police Department,NORFOLK,TRAFFIC VIOLATION,Driver,WHITE,NON-HISPANIC,50,MALE,YES,CITATION/SUMMONS,,46.2-1158,,NO,NO,,NO,NO,Out of State resident
7/1/2021 0:00,Norfolk Police Department,NORFOLK,TRAFFIC VIOLATION,Driver,BLACK OR AFRICAN AMERICAN,NON-HISPANIC,35,MALE,YES,WARNING,,25-191,,NO,NO,,NO,NO,Unknown
7/1/2021 0:00,Norfolk Police Department,NORFOLK,TRAFFIC VIOLATION,Driver,BLACK OR AFRICAN AMERICAN,NON-HISPANIC,40,FEMALE,YES,CITATION/SUMMONS,,46.2-1158,,NO,NO,,NO,NO,Resident of town/city/county of stop
7/1/2021 0:00,Norfolk Police Department,NORFOLK,TRAFFIC VIOLATION,Driver,BLACK OR AFRICAN AMERICAN,NON-HISPANIC,38,MALE,YES,CITATION/SUMMONS,,46.2-646,,NO,NO,,NO,NO,Out of State resident
7/1/2021 0:00,Norfolk Police Department,NORFOLK,TRAFFIC VIOLATION,Driver,BLACK OR AFRICAN AMERICAN,NON-HISPANIC,33,FEMALE,YES,WARNING,,46.2-833,,NO,NO,,NO,NO,Resident of town/city/county of stop
7/1/2021 0:00,Norfolk Police Department,NORFOLK,TRAFFIC VIOLATION,Driver,BLACK OR AFRICAN AMERICAN,NON-HISPANIC,45,MALE,YES,WARNING,,46.2-1158,,NO,NO,,NO,NO,Unknown
7/1/2021 0:00,Norfolk Police Department,NORFOLK,TRAFFIC VIOLATION,Driver,BLACK OR AFRICAN AMERICAN,NON-HISPANIC,51,FEMALE,YES,CITATION/SUMMONS,,46.2-1158,,NO,NO,,NO,NO,Other Virginia jurisdiction resident
7/1/2021 0:00,Norfolk Police Department,NORFOLK,TRAFFIC VIOLATION,Driver,WHITE,NON-HISPANIC,21,FEMALE,YES,CITATION/SUMMONS,,46.2-818.2,,NO,NO,,NO,NO,Out of State resident
7/1/2021 0:00,Norfolk Police Department,NORFOLK,TRAFFIC VIOLATION,Driver,WHITE,NON-HISPANIC,54,MALE,YES,CITATION/SUMMONS,,25-224,,NO,NO,,NO,NO,Other Virginia jurisdiction resident
7/1/2021 0:00,Norfolk Police Department,NORFOLK,TRAFFIC VIOLATION,Driver,BLACK OR AFRICAN AMERICAN,NON-HISPANIC,38,FEMALE,YES,CITATION/SUMMONS,,46.2-1158,,NO,NO,,NO,NO,Resident of town/city/county of stop
7/1/2021 0:00,Norfolk Police Department,NORFOLK,TRAFFIC VIOLATION,Driver,BLACK OR AFRICAN AMERICAN,NON-HISPANIC,21,MALE,YES,CITATION/SUMMONS,,25-191,,NO,NO,,NO,NO,Unknown
7/1/2021 0:00,Norfolk Police Department,NORFOLK,TRAFFIC VIOLATION,Driver,BLACK OR AFRICAN AMERICAN,NON-HISPANIC,57,FEMALE,YES,WARNING,,46.2-715,,NO,NO,,NO,NO,Unknown
7/1/2021 0:00,Norfolk Police Department,NORFOLK,TERRY STOP,Driver,BLACK OR AFRICAN AMERICAN,NON-HISPANIC,37,MALE,YES,NO ENFORCEMENT ACTION,,,,NO,YES,,NO,NO,Resident of town/city/county of stop
7/1/2021 0:00,Norfolk Police Department,NORFOLK,EQUIPMENT VIOLATION,Driver,BLACK OR AFRICAN AMERICAN,UNKNOWN,25,FEMALE,YES,CITATION/SUMMONS,,46.2-300,,NO,NO,,NO,NO,Unknown
7/1/2021 0:00,Norfolk Police Department,NORFOLK,TRAFFIC VIOLATION,Driver,BLACK OR AFRICAN AMERICAN,UNKNOWN,26,FEMALE,YES,CITATION/SUMMONS,,46.2-1565,,NO,NO,,NO,NO,Other Virginia jurisdiction resident
7/1/2021 0:00,Norfolk Police Department,NORFOLK,TRAFFIC VIOLATION,Driver,BLACK OR AFRICAN AMERICAN,UNKNOWN,20,FEMALE,YES,CITATION/SUMMONS,,25-224,,NO,NO,,NO,NO,Other Virginia jurisdiction resident
7/1/2021 0:00,Norfolk Police Department,NORFOLK,TRAFFIC VIOLATION,Driver,WHITE,UNKNOWN,56,MALE,YES,CITATION/SUMMONS,,46.2-818.2,,NO,NO,,NO,NO,Other Virginia jurisdiction resident
7/1/2021 0:00,Norfolk Police Department,NORFOLK,TRAFFIC VIOLATION,Driver,BLACK OR AFRICAN AMERICAN,UNKNOWN,31,MALE,YES,CITATION/SUMMONS,,46.2-1158,,NO,NO,,NO,NO,Other Virginia jurisdiction resident
7/1/2021 0:00,Norfolk Police Department,NORFOLK,TRAFFIC VIOLATION,Driver,WHITE,UNKNOWN,28,MALE,YES,CITATION/SUMMONS,,46.2-1158,,NO,NO,,NO,NO,Resident of town/city/county of stop
7/1/2021 0:00,Norfolk Police Department,NORFOLK,TRAFFIC VIOLATION,Driver,BLACK OR AFRICAN AMERICAN,UNKNOWN,50,MALE,YES,WARNING,,46.2-1158,,NO,NO,,NO,NO,Other Virginia jurisdiction resident
7/1/2021 0:00,Norfolk Police Department,NORFOLK,TRAFFIC VIOLATION,Driver,WHITE,UNKNOWN,38,MALE,YES,CITATION/SUMMONS,,46.2-1158,,NO,NO,,NO,NO,Resident of town/city/county of stop
7/1/2021 0:00,Norfolk Police Department,NORFOLK,TRAFFIC VIOLATION,Driver,WHITE,UNKNOWN,50,MALE,YES,CITATION/SUMMONS,,46.2-1158,,NO,NO,,NO,NO,Other Virginia jurisdiction resident
7/1/2021 0:00,Norfolk Police Department,NORFOLK,TRAFFIC VIOLATION,Driver,BLACK OR AFRICAN AMERICAN,UNKNOWN,54,MALE,YES,CITATION/SUMMONS,,46.2-1158,,NO,NO,,NO,NO,Other Virginia jurisdiction resident
7/1/2021 0:00,Norfolk Police Department,NORFOLK,TRAFFIC VIOLATION,Driver,WHITE,UNKNOWN,39,MALE,YES,CITATION/SUMMONS,,46.2-1158,,NO,NO,,NO,NO,Other Virginia jurisdiction resident
7/1/2021 0:00,Norfolk Police Department,NORFOLK,TRAFFIC VIOLATION,Driver,WHITE,UNKNOWN,41,MALE,YES,CITATION/SUMMONS,,46.2-1156,,NO,NO,,NO,NO,Other Virginia jurisdiction resident
7/1/2021 0:00,Norfolk Police Department,NORFOLK,TRAFFIC VIOLATION,Driver,BLACK OR AFRICAN AMERICAN,UNKNOWN,30,FEMALE,YES,CITATION/SUMMONS,,46.2-818.2,,NO,NO,,NO,NO,Other Virginia jurisdiction resident
7/1/2021 0:00,Norfolk Police Department,NORFOLK,TRAFFIC VIOLATION,Driver,WHITE,UNKNOWN,53,MALE,YES,CITATION/SUMMONS,,46.2-852,,NO,NO,,NO,NO,Resident of town/city/county of stop
7/1/2021 0:00,Norfolk Police Department,NORFOLK,TRAFFIC VIOLATION,Driver,BLACK OR AFRICAN AMERICAN,NON-HISPANIC,24,MALE,YES,WARNING,,46.2-852,,NO,YES,,NO,NO,Resident of town/city/county of stop
7/1/2021 0:00,Norfolk Police Department,NORFOLK,TRAFFIC VIOLATION,Driver,BLACK OR AFRICAN AMERICAN,NON-HISPANIC,24,FEMALE,YES,CITATION/SUMMONS,,46.2-1157,,NO,NO,,NO,NO,Resident of town/city/county of stop
7/1/2021 0:00,Norfolk Police Department,NORFOLK,TRAFFIC VIOLATION,Driver,WHITE,NON-HISPANIC,30,MALE,YES,CITATION/SUMMONS,,46.2-1157,,NO,NO,,NO,NO,Resident of town/city/county of stop
7/1/2021 0:00,Norfolk Police Department,NORFOLK,TRAFFIC VIOLATION,Driver,BLACK OR AFRICAN AMERICAN,NON-HISPANIC,42,FEMALE,YES,CITATION/SUMMONS,,46.2-1157,,NO,NO,,NO,NO,Other Virginia jurisdiction resident
7/1/2021 0:00,Norfolk Police Department,NORFOLK,TRAFFIC VIOLATION,Driver,BLACK OR AFRICAN AMERICAN,NON-HISPANIC,54,FEMALE,NO,CITATION/SUMMONS,,46.2-1157,,NO,NO,,NO,NO,Resident of town/city/county of stop
7/1/2021 0:00,Norfolk Police Department,NORFOLK,TRAFFIC VIOLATION,Driver,WHITE,NON-HISPANIC,47,MALE,YES,CITATION/SUMMONS,,46.2-1157,,NO,NO,,NO,NO,Resident of town/city/county of stop
7/1/2021 0:00,Norfolk Police Department,NORFOLK,TRAFFIC VIOLATION,Driver,WHITE,NON-HISPANIC,36,MALE,YES,CITATION/SUMMONS,,46.2-1157,,NO,NO,,NO,NO,Resident of town/city/county of stop
7/1/2021 0:00,Norfolk Police Department,NORFOLK,TRAFFIC VIOLATION,Driver,WHITE,NON-HISPANIC,66,FEMALE,YES,CITATION/SUMMONS,,46.2-818.2,,NO,NO,,NO,NO,Resident of town/city/county of stop
7/1/2021 0:00,Norfolk Police Department,NORFOLK,TRAFFIC VIOLATION,Driver,BLACK OR AFRICAN AMERICAN,NON-HISPANIC,19,FEMALE,YES,CITATION/SUMMONS,,25-152,,NO,NO,,NO,NO,Other Virginia jurisdiction resident
7/1/2021 0:00,Norfolk Police Department,NORFOLK,TRAFFIC VIOLATION,Driver,WHITE,UNKNOWN,53,MALE,YES,CITATION/SUMMONS,,46.2-1158,,NO,NO,,NO,NO,Resident of town/city/county of stop
7/1/2021 0:00,Norfolk Police Department,NORFOLK,TRAFFIC VIOLATION,Driver,BLACK OR AFRICAN AMERICAN,UNKNOWN,54,MALE,YES,CITATION/SUMMONS,,46.2-1158,,NO,NO,,NO,NO,Other Virginia jurisdiction resident
7/1/2021 0:00,Virginia State Police,HAMPTON,TRAFFIC VIOLATION,Driver,WHITE,NON-HISPANIC,19,FEMALE,MISSING,CITATION/SUMMONS,,46.2-862,,NO,NO,,MISSING,MISSING,Unknown
7/1/2021 0:00,Virginia State Police,CHESAPEAKE,TRAFFIC VIOLATION,Driver,BLACK OR AFRICAN AMERICAN,NON-HISPANIC,19,MALE,MISSING,CITATION/SUMMONS,,46.2-862,,NO,NO,,MISSING,MISSING,Unknown
7/1/2021 0:00,Virginia State Police,HAMPTON,TRAFFIC VIOLATION,Driver,BLACK OR AFRICAN AMERICAN,NON-HISPANIC,22,FEMALE,MISSING,CITATION/SUMMONS,,46.2-862,,NO,NO,,MISSING,MISSING,Unknown
7/1/2021 0:00,Virginia State Police,GLOUCESTER CO,TRAFFIC VIOLATION,Driver,WHITE,NON-HISPANIC,47,FEMALE,YES,CITATION/SUMMONS,,46.2-870,,NO,NO,,NO,NO,Resident of town/city/county of stop
7/1/2021 0:00,Virginia State Police,GLOUCESTER CO,TRAFFIC VIOLATION,Driver,WHITE,NON-HISPANIC,28,FEMALE,MISSING,CITATION/SUMMONS,,46.2-1158,,NO,NO,,MISSING,MISSING,Unknown
7/1/2021 0:00,Virginia State Police,GLOUCESTER CO,TRAFFIC VIOLATION,Driver,WHITE,NON-HISPANIC,61,MALE,MISSING,CITATION/SUMMONS,,46.2-870,,NO,NO,,MISSING,MISSING,Unknown
7/1/2021 0:00,Virginia State Police,CHESAPEAKE,EQUIPMENT VIOLATION,Driver,WHITE,NON-HISPANIC,25,MALE,YES,CITATION/SUMMONS,,46.2-1158,,NO,NO,,NO,NO,Resident of town/city/county of stop
7/1/2021 0:00,Virginia State Police,VIRGINIA BEACH,TRAFFIC VIOLATION,Driver,BLACK OR AFRICAN AMERICAN,NON-HISPANIC,21,MALE,MISSING,CITATION/SUMMONS,,46.2-862,,NO,NO,,MISSING,MISSING,Unknown
7/1/2021 0:00,Virginia State Police,VIRGINIA BEACH,TRAFFIC VIOLATION,Driver,WHITE,NON-HISPANIC,20,MALE,MISSING,CITATION/SUMMONS,,46.2-862,,NO,NO,,MISSING,MISSING,Unknown
7/1/2021 0:00,Virginia State Police,NORFOLK,TRAFFIC VIOLATION,Driver,BLACK OR AFRICAN AMERICAN,NON-HISPANIC,34,MALE,MISSING,CITATION/SUMMONS,,46.2-862,,NO,NO,,MISSING,MISSING,Unknown
7/1/2021 0:00,Virginia State Police,VIRGINIA BEACH,TRAFFIC VIOLATION,Driver,BLACK OR AFRICAN AMERICAN,NON-HISPANIC,28,MALE,MISSING,CITATION/SUMMONS,,46.2-862,,NO,NO,,MISSING,MISSING,Unknown
7/1/2021 0:00,Virginia State Police,VIRGINIA BEACH,TRAFFIC VIOLATION,Driver,WHITE,NON-HISPANIC,24,MALE,MISSING,CITATION/SUMMONS,,46.2-862,,NO,NO,,MISSING,MISSING,Unknown
7/1/2021 0:00,Virginia State Police,VIRGINIA BEACH,TRAFFIC VIOLATION,Driver,BLACK OR AFRICAN AMERICAN,NON-HISPANIC,18,MALE,MISSING,CITATION/SUMMONS,,46.2-862,,NO,NO,,MISSING,MISSING,Unknown
7/1/2021 0:00,Virginia State Police,VIRGINIA BEACH,TRAFFIC VIOLATION,Driver,WHITE,NON-HISPANIC,39,FEMALE,MISSING,CITATION/SUMMONS,,46.2-646,,NO,NO,,MISSING,MISSING,Unknown
7/1/2021 0:00,Virginia State Police,HAMPTON,TRAFFIC VIOLATION,Driver,BLACK OR AFRICAN AMERICAN,NON-HISPANIC,43,FEMALE,MISSING,WARNING,,46.2-841,,NO,NO,,MISSING,MISSING,Unknown
7/1/2021 0:00,Virginia State Police,HAMPTON,TRAFFIC VIOLATION,Driver,BLACK OR AFRICAN AMERICAN,NON-HISPANIC,21,MALE,MISSING,CITATION/SUMMONS,,46.2-841,,NO,NO,,MISSING,MISSING,Unknown
7/1/2021 0:00,Virginia State Police,VIRGINIA BEACH,TRAFFIC VIOLATION,Driver,WHITE,NON-HISPANIC,19,MALE,MISSING,CITATION/SUMMONS,,46.2-862,,NO,NO,,MISSING,MISSING,Unknown
7/1/2021 0:00,Virginia State Police,VIRGINIA BEACH,TRAFFIC VIOLATION,Driver,WHITE,NON-HISPANIC,31,MALE,MISSING,CITATION/SUMMONS,,46.2-600,,NO,NO,,MISSING,MISSING,Unknown
7/1/2021 0:00,Virginia State Police,NORFOLK,TRAFFIC VIOLATION,Driver,WHITE,HISPANIC,44,MALE,YES,CITATION/SUMMONS,,46.2-862,,NO,NO,,NO,NO,Out of State resident
7/1/2021 0:00,Virginia State Police,NORFOLK,TRAFFIC VIOLATION,Driver,BLACK OR AFRICAN AMERICAN,NON-HISPANIC,27,MALE,YES,CITATION/SUMMONS,,46.2-862,,NO,NO,,NO,NO,Out of State resident
7/1/2021 0:00,Virginia State Police,NORFOLK,TRAFFIC VIOLATION,Driver,WHITE,HISPANIC,20,FEMALE,YES,CITATION/SUMMONS,,46.2-862,,NO,NO,,NO,NO,Resident of town/city/county of stop
7/1/2021 0:00,Virginia State Police,HAMPTON,TRAFFIC VIOLATION,Driver,BLACK OR AFRICAN AMERICAN,NON-HISPANIC,57,MALE,MISSING,WARNING,,46.2-861.1,,NO,NO,,MISSING,MISSING,Unknown
7/1/2021 0:00,Virginia State Police,HAMPTON,TRAFFIC VIOLATION,Driver,BLACK OR AFRICAN AMERICAN,NON-HISPANIC,27,MALE,MISSING,CITATION/SUMMONS,,46.2-862,,NO,NO,,MISSING,MISSING,Unknown
7/1/2021 0:00,Virginia State Police,VIRGINIA BEACH,TRAFFIC VIOLATION,Driver,BLACK OR AFRICAN AMERICAN,NON-HISPANIC,20,FEMALE,YES,CITATION/SUMMONS,,46.2-862,,NO,NO,,NO,NO,Other Virginia jurisdiction resident
7/1/2021 0:00,Virginia State Police,HAMPTON,TRAFFIC VIOLATION,Driver,BLACK OR AFRICAN AMERICAN,NON-HISPANIC,24,FEMALE,MISSING,CITATION/SUMMONS,,46.2-870,,NO,NO,,MISSING,MISSING,Unknown
7/1/2021 0:00,Virginia State Police,VIRGINIA BEACH,TRAFFIC VIOLATION,Driver,BLACK OR AFRICAN AMERICAN,NON-HISPANIC,24,MALE,MISSING,CITATION/SUMMONS,,46.2-862,,NO,NO,,MISSING,MISSING,Unknown
7/1/2021 0:00,Virginia State Police,HAMPTON,TRAFFIC VIOLATION,Driver,BLACK OR AFRICAN AMERICAN,NON-HISPANIC,32,MALE,MISSING,CITATION/SUMMONS,,46.2-862,,NO,NO,,MISSING,MISSING,Unknown
7/1/2021 0:00,Virginia State Police,HAMPTON,TRAFFIC VIOLATION,Driver,WHITE,NON-HISPANIC,39,MALE,MISSING,CITATION/SUMMONS,,46.2-852,,NO,NO,,MISSING,MISSING,Unknown
7/1/2021 0:00,Virginia State Police,NEWPORT NEWS,TRAFFIC VIOLATION,Driver,WHITE,NON-HISPANIC,22,MALE,MISSING,WARNING,,46.2-1002,,NO,NO,,MISSING,MISSING,Unknown
7/1/2021 0:00,Virginia State Police,HAMPTON,EQUIPMENT VIOLATION,Driver,BLACK OR AFRICAN AMERICAN,NON-HISPANIC,19,FEMALE,MISSING,CITATION/SUMMONS,,46.2-711,,NO,NO,,MISSING,MISSING,Unknown
7/1/2021 0:00,Virginia State Police,HAMPTON,TRAFFIC VIOLATION,Driver,WHITE,HISPANIC,26,FEMALE,MISSING,CITATION/SUMMONS,,46.2-862,,NO,NO,,MISSING,MISSING,Unknown
7/1/2021 0:00,Virginia State Police,CHESAPEAKE,TRAFFIC VIOLATION,Driver,WHITE,NON-HISPANIC,28,MALE,MISSING,CITATION/SUMMONS,,46.2-862,,NO,NO,,MISSING,MISSING,Unknown
7/1/2021 0:00,Hampton Police Division,HAMPTON,EQUIPMENT VIOLATION,Driver,BLACK OR AFRICAN AMERICAN,NON-HISPANIC,30,MALE,YES,WARNING,,46.2-711,,NO,NO,,NO,NO,
7/1/2021 0:00,Hampton Police Division,HAMPTON,TRAFFIC VIOLATION,Driver,BLACK OR AFRICAN AMERICAN,NON-HISPANIC,38,FEMALE,YES,CITATION/SUMMONS,,46.2-613,,NO,NO,,NO,NO,
7/1/2021 0:00,Hampton Police Division,HAMPTON,TRAFFIC VIOLATION,Driver,BLACK OR AFRICAN AMERICAN,NON-HISPANIC,58,MALE,YES,WARNING,,46.2-806,,NO,NO,,NO,NO,
7/1/2021 0:00,Hampton Police Division,HAMPTON,TRAFFIC VIOLATION,Driver,WHITE,NON-HISPANIC,51,MALE,YES,WARNING,,46.2-870,,NO,NO,,NO,NO,
7/1/2021 0:00,Hampton Police Division,HAMPTON,TRAFFIC VIOLATION,Driver,BLACK OR AFRICAN AMERICAN,NON-HISPANIC,27,MALE,YES,CITATION/SUMMONS,,46.2-834,,NO,NO,,NO,NO,
7/1/2021 0:00,Hampton Police Division,HAMPTON,TRAFFIC VIOLATION,Driver,WHITE,NON-HISPANIC,32,MALE,YES,CITATION/SUMMONS,,46.2-878,,NO,NO,,NO,NO,
7/1/2021 0:00,Hampton Police Division,HAMPTON,TRAFFIC VIOLATION,Driver,BLACK OR AFRICAN AMERICAN,NON-HISPANIC,21,MALE,YES,CITATION/SUMMONS,,46.2-301,,NO,NO,,NO,NO,
7/1/2021 0:00,Hampton Police Division,HAMPTON,TRAFFIC VIOLATION,Driver,BLACK OR AFRICAN AMERICAN,NON-HISPANIC,67,MALE,YES,CITATION/SUMMONS,,46.2-878,,NO,NO,,NO,NO,
7/1/2021 0:00,Hampton Police Division,HAMPTON,TRAFFIC VIOLATION,Driver,BLACK OR AFRICAN AMERICAN,NON-HISPANIC,67,MALE,YES,CITATION/SUMMONS,,46.2-878,,NO,NO,,NO,NO,
7/1/2021 0:00,Hampton Police Division,HAMPTON,TRAFFIC VIOLATION,Driver,BLACK OR AFRICAN AMERICAN,NON-HISPANIC,20,MALE,YES,CITATION/SUMMONS,,46.2-878,,NO,NO,,NO,NO,
7/1/2021 0:00,Hampton Police Division,HAMPTON,TRAFFIC VIOLATION,Driver,BLACK OR AFRICAN AMERICAN,NON-HISPANIC,20,MALE,YES,CITATION/SUMMONS,,46.2-878,,NO,NO,,NO,NO,
