INCIDENT DATE,AGENCY NAME,JURISDICTION,REASON FOR STOP,PERSON TYPE,RACE,ETHNICITY,AGE,GENDER,ENGLISH SPEAKING,ACTION TAKEN,VIOLATION TYPE,SPECIFIC VIOLATION,VIRGINIA CRIME CODE,PERSON SEARCHED?,VEHICLE SEARCHED?,ADDITIONAL ARREST?,PHYSICAL FORCE BY OFFICER,PHYSICAL FORCE BY SUBJECT,RESIDENCY
7/15/2021 0:00,Virginia State Police,VIRGINIA BEACH,TRAFFIC VIOLATION,Driver,WHITE,NON-HISPANIC,28,MALE,YES,WARNING,,46.2-870,,NO,NO,,NO,NO,Resident of town/city/county of stop
7/15/2021 0:00,Virginia State Police,SOUTHAMPTON CO,OTHER,Driver,BLACK OR AFRICAN AMERICAN,NON-HISPANIC,22,FEMALE,YES,CITATION/SUMMONS,,46.2-646,,NO,NO,,NO,NO,Other Virginia jurisdiction resident
7/15/2021 0:00,Virginia State Police,VIRGINIA BEACH,TRAFFIC VIOLATION,Driver,WHITE,NON-HISPANIC,20,FEMALE,NO,CITATION/SUMMONS,,46.2-862,,NO,NO,,NO,NO,Other Virginia jurisdiction resident
7/15/2021 0:00,Virginia State Police,FRANKLIN CITY,OTHER,Driver,BLACK OR AFRICAN AMERICAN,NON-HISPANIC,36,MALE,YES,CITATION/SUMMONS,,46.2-715,,NO,NO,,NO,NO,Resident of town/city/county of stop
7/15/2021 0:00,Virginia State Police,FRANKLIN CITY,TRAFFIC VIOLATION,Driver,BLACK OR AFRICAN AMERICAN,NON-HISPANIC,46,MALE,YES,WARNING,,46.2-711,,NO,NO,,NO,NO,Resident of town/city/county of stop
7/15/2021 0:00,Virginia State Police,YORK CO,TRAFFIC VIOLATION,Driver,WHITE,NON-HISPANIC,20,MALE,YES,CITATION/SUMMONS,,46.2-870,,NO,NO,,NO,NO,Out of State resident
7/15/2021 0:00,Virginia State Police,FRANKLIN CITY,TRAFFIC VIOLATION,Driver,WHITE,NON-HISPANIC,46,FEMALE,YES,CITATION/SUMMONS,,46.2-1158,,NO,NO,,NO,NO,Resident of town/city/county of stop
7/15/2021 0:00,Virginia State Police,FRANKLIN CITY,TRAFFIC VIOLATION,Driver,WHITE,NON-HISPANIC,32,MALE,YES,CITATION/SUMMONS,,46.2-1172,,NO,NO,,NO,NO,Resident of town/city/county of stop
7/15/2021 0:00,Virginia State Police,GLOUCESTER CO,TRAFFIC VIOLATION,Driver,WHITE,NON-HISPANIC,31,FEMALE,YES,WARNING,,46.2-1158,,NO,NO,,NO,NO,Resident of town/city/county of stop
7/15/2021 0:00,Virginia State Police,FRANKLIN CITY,OTHER,Driver,WHITE,NON-HISPANIC,34,MALE,YES,WARNING,,46.2-1158,,NO,NO,,NO,NO,Resident of town/city/county of stop
7/15/2021 0:00,Virginia State Police,JAMES CITY CO,EQUIPMENT VIOLATION,Driver,BLACK OR AFRICAN AMERICAN,NON-HISPANIC,35,MALE,YES,CITATION/SUMMONS,,46.2-1158.01,,NO,NO,,NO,NO,Out of State resident
7/15/2021 0:00,Virginia State Police,YORK CO,TRAFFIC VIOLATION,Driver,WHITE,NON-HISPANIC,35,MALE,YES,CITATION/SUMMONS,,46.2-1158,,NO,NO,,NO,NO,Resident of town/city/county of stop
7/15/2021 0:00,Virginia State Police,ISLE OF WIGHT CO,TRAFFIC VIOLATION,Driver,WHITE,NON-HISPANIC,60,MALE,YES,CITATION/SUMMONS,,46.2-1158,,NO,NO,,NO,NO,Resident of town/city/county of stop
7/15/2021 0:00,Virginia State Police,ISLE OF WIGHT CO,TRAFFIC VIOLATION,Driver,BLACK OR AFRICAN AMERICAN,NON-HISPANIC,26,MALE,YES,CITATION/SUMMONS,,46.2-1158,,NO,NO,,NO,NO,Resident of town/city/county of stop
7/15/2021 0:00,Virginia State Police,YORK CO,TRAFFIC VIOLATION,Driver,BLACK OR AFRICAN AMERICAN,NON-HISPANIC,22,FEMALE,YES,CITATION/SUMMONS,,46.2-870,,NO,NO,,NO,NO,Other Virginia jurisdiction resident
7/15/2021 0:00,Virginia State Police,GLOUCESTER CO,TRAFFIC VIOLATION,Driver,WHITE,NON-HISPANIC,52,FEMALE,YES,WARNING,,46.2-1158,,NO,NO,,NO,NO,Other Virginia jurisdiction resident
7/15/2021 0:00,Virginia State Police,ISLE OF WIGHT CO,TRAFFIC VIOLATION,Driver,WHITE,NON-HISPANIC,60,FEMALE,YES,CITATION/SUMMONS,,46.2-1158,,NO,NO,,NO,NO,Resident of town/city/county of stop
7/15/2021 0:00,Virginia State Police,FRANKLIN CITY,OTHER,Driver,BLACK OR AFRICAN AMERICAN,NON-HISPANIC,21,FEMALE,YES,CITATION/SUMMONS,,46.2-1173,,NO,NO,,NO,NO,Resident of town/city/county of stop
7/15/2021 0:00,Virginia State Police,GLOUCESTER CO,TRAFFIC VIOLATION,Driver,WHITE,NON-HISPANIC,23,FEMALE,YES,CITATION/SUMMONS,,46.2-1158.01,,NO,NO,,NO,NO,Resident of town/city/county of stop
7/15/2021 0:00,Virginia State Police,VIRGINIA BEACH,TRAFFIC VIOLATION,Driver,BLACK OR AFRICAN AMERICAN,NON-HISPANIC,38,MALE,NO,CITATION/SUMMONS,,46.2-300,,NO,NO,,NO,NO,Resident of town/city/county of stop
7/15/2021 0:00,Virginia State Police,YORK CO,OTHER,Driver,BLACK OR AFRICAN AMERICAN,NON-HISPANIC,49,MALE,YES,CITATION/SUMMONS,,46.2-1158,,NO,NO,,NO,NO,Other Virginia jurisdiction resident
7/15/2021 0:00,Virginia State Police,FRANKLIN CITY,TRAFFIC VIOLATION,Driver,BLACK OR AFRICAN AMERICAN,NON-HISPANIC,22,MALE,YES,CITATION/SUMMONS,,46.2-1158,,NO,NO,,NO,NO,Resident of town/city/county of stop
7/15/2021 0:00,Virginia State Police,FRANKLIN CITY,OTHER,Driver,BLACK OR AFRICAN AMERICAN,NON-HISPANIC,35,FEMALE,YES,WARNING,,46.2-1158,,NO,NO,,NO,NO,Resident of town/city/county of stop
7/15/2021 0:00,Virginia State Police,FRANKLIN CITY,OTHER,Driver,BLACK OR AFRICAN AMERICAN,NON-HISPANIC,24,FEMALE,YES,WARNING,,46.2-1063,,NO,NO,,NO,NO,Other Virginia jurisdiction resident
7/15/2021 0:00,Virginia State Police,FRANKLIN CITY,OTHER,Driver,BLACK OR AFRICAN AMERICAN,NON-HISPANIC,23,MALE,YES,CITATION/SUMMONS,,46.2-1158,,NO,NO,,NO,NO,Resident of town/city/county of stop
7/15/2021 0:00,Virginia State Police,HAMPTON,TRAFFIC VIOLATION,Driver,BLACK OR AFRICAN AMERICAN,NON-HISPANIC,20,MALE,YES,WARNING,,46.2-862,,NO,NO,,NO,NO,Resident of town/city/county of stop
7/15/2021 0:00,Virginia State Police,FRANKLIN CITY,TRAFFIC VIOLATION,Driver,BLACK OR AFRICAN AMERICAN,NON-HISPANIC,51,FEMALE,YES,CITATION/SUMMONS,,46.2-715,,NO,NO,,NO,NO,Resident of town/city/county of stop
7/15/2021 0:00,Virginia State Police,FRANKLIN CITY,OTHER,Driver,BLACK OR AFRICAN AMERICAN,NON-HISPANIC,60,FEMALE,YES,WARNING,,46.2-715,,NO,NO,,NO,NO,Resident of town/city/county of stop
7/15/2021 0:00,Virginia State Police,FRANKLIN CITY,OTHER,Driver,BLACK OR AFRICAN AMERICAN,NON-HISPANIC,78,MALE,YES,CITATION/SUMMONS,,46.2-1158,,NO,NO,,NO,NO,Resident of town/city/county of stop
7/15/2021 0:00,Virginia State Police,FRANKLIN CITY,TRAFFIC VIOLATION,Driver,BLACK OR AFRICAN AMERICAN,NON-HISPANIC,24,MALE,YES,CITATION/SUMMONS,,46.2-715,,NO,NO,,NO,NO,Resident of town/city/county of stop
7/15/2021 0:00,Virginia State Police,FRANKLIN CITY,OTHER,Driver,WHITE,NON-HISPANIC,39,MALE,YES,CITATION/SUMMONS,,46.2-1158,,NO,NO,,NO,NO,Resident of town/city/county of stop
7/15/2021 0:00,Virginia State Police,YORK CO,TRAFFIC VIOLATION,Driver,WHITE,NON-HISPANIC,82,FEMALE,YES,CITATION/SUMMONS,,46.2-870,,NO,NO,,NO,NO,Resident of town/city/county of stop
7/15/2021 0:00,Virginia State Police,HAMPTON,TRAFFIC VIOLATION,Driver,BLACK OR AFRICAN AMERICAN,NON-HISPANIC,37,FEMALE,NO,CITATION/SUMMONS,,46.2-804,,NO,NO,,NO,NO,Other Virginia jurisdiction resident
7/15/2021 0:00,Virginia State Police,CHESAPEAKE,TRAFFIC VIOLATION,Driver,BLACK OR AFRICAN AMERICAN,NON-HISPANIC,31,MALE,MISSING,CITATION/SUMMONS,,46.2-841,,NO,NO,,MISSING,MISSING,Unknown
7/15/2021 0:00,Virginia State Police,HAMPTON,TRAFFIC VIOLATION,Driver,BLACK OR AFRICAN AMERICAN,NON-HISPANIC,19,FEMALE,NO,CITATION/SUMMONS,,46.2-841,,NO,NO,,NO,NO,Other Virginia jurisdiction resident
7/15/2021 0:00,Virginia State Police,HAMPTON,TRAFFIC VIOLATION,Driver,WHITE,NON-HISPANIC,47,MALE,NO,CITATION/SUMMONS,,46.2-841,,NO,NO,,NO,NO,Other Virginia jurisdiction resident
7/15/2021 0:00,Virginia State Police,YORK CO,TRAFFIC VIOLATION,Driver,BLACK OR AFRICAN AMERICAN,NON-HISPANIC,59,MALE,YES,CITATION/SUMMONS,,46.2-870,,NO,NO,,NO,NO,Other Virginia jurisdiction resident
7/15/2021 0:00,Virginia State Police,VIRGINIA BEACH,TRAFFIC VIOLATION,Driver,WHITE,NON-HISPANIC,20,MALE,YES,WARNING,,10.1-1143,,NO,NO,,NO,NO,Resident of town/city/county of stop
7/15/2021 0:00,Virginia State Police,YORK CO,EQUIPMENT VIOLATION,Driver,WHITE,NON-HISPANIC,40,MALE,YES,CITATION/SUMMONS,,46.2-1158,,NO,NO,,NO,NO,Other Virginia jurisdiction resident
7/15/2021 0:00,Virginia State Police,YORK CO,TRAFFIC VIOLATION,Driver,WHITE,NON-HISPANIC,27,MALE,YES,CITATION/SUMMONS,,46.2-870,,NO,NO,,NO,NO,Other Virginia jurisdiction resident
7/15/2021 0:00,Virginia State Police,CHESAPEAKE,EQUIPMENT VIOLATION,Driver,BLACK OR AFRICAN AMERICAN,NON-HISPANIC,25,MALE,YES,CITATION/SUMMONS,,46.2-1017,,NO,NO,,NO,NO,Other Virginia jurisdiction resident
7/15/2021 0:00,Virginia State Police,HAMPTON,TRAFFIC VIOLATION,Driver,WHITE,NON-HISPANIC,38,MALE,YES,CITATION/SUMMONS,,46.2-841,,NO,NO,,NO,NO,Resident of town/city/county of stop
7/15/2021 0:00,Virginia State Police,CHESAPEAKE,EQUIPMENT VIOLATION,Driver,BLACK OR AFRICAN AMERICAN,NON-HISPANIC,69,MALE,YES,CITATION/SUMMONS,,46.2-1158,,NO,NO,,NO,NO,Other Virginia jurisdiction resident
7/15/2021 0:00,Virginia State Police,CHESAPEAKE,EQUIPMENT VIOLATION,Driver,WHITE,NON-HISPANIC,32,FEMALE,YES,CITATION/SUMMONS,,46.2-612,,NO,NO,,NO,NO,Other Virginia jurisdiction resident
7/15/2021 0:00,Virginia State Police,HAMPTON,TRAFFIC VIOLATION,Driver,BLACK OR AFRICAN AMERICAN,NON-HISPANIC,20,MALE,YES,CITATION/SUMMONS,,46.2-862,,NO,NO,,NO,NO,Resident of town/city/county of stop
7/15/2021 0:00,Virginia State Police,SUFFOLK,TRAFFIC VIOLATION,Driver,BLACK OR AFRICAN AMERICAN,NON-HISPANIC,21,FEMALE,YES,CITATION/SUMMONS,,46.2-862,,NO,NO,,NO,NO,Resident of town/city/county of stop
7/15/2021 0:00,Virginia State Police,GLOUCESTER CO,TRAFFIC VIOLATION,Driver,WHITE,NON-HISPANIC,19,FEMALE,YES,WARNING,,46.2-1011,,NO,NO,,NO,NO,Out of State resident
7/15/2021 0:00,Virginia State Police,ISLE OF WIGHT CO,TRAFFIC VIOLATION,Driver,WHITE,NON-HISPANIC,50,MALE,YES,WARNING,,46.2-830,,NO,NO,,NO,NO,Resident of town/city/county of stop
7/15/2021 0:00,Virginia State Police,GLOUCESTER CO,TRAFFIC VIOLATION,Driver,WHITE,NON-HISPANIC,30,MALE,YES,CITATION/SUMMONS,,46.2-870,,NO,NO,,NO,NO,Resident of town/city/county of stop
7/15/2021 0:00,Virginia State Police,YORK CO,TRAFFIC VIOLATION,Driver,BLACK OR AFRICAN AMERICAN,NON-HISPANIC,39,FEMALE,YES,WARNING,,46.2-848,,NO,NO,,NO,NO,Out of State resident
7/15/2021 0:00,Virginia State Police,YORK CO,TRAFFIC VIOLATION,Driver,BLACK OR AFRICAN AMERICAN,NON-HISPANIC,22,MALE,YES,CITATION/SUMMONS,,46.2-870,,NO,NO,,NO,NO,Out of State resident
7/15/2021 0:00,Virginia State Police,YORK CO,TRAFFIC VIOLATION,Driver,WHITE,NON-HISPANIC,37,FEMALE,YES,CITATION/SUMMONS,,46.2-870,,NO,NO,,NO,NO,Other Virginia jurisdiction resident
7/15/2021 0:00,Virginia State Police,YORK CO,TRAFFIC VIOLATION,Driver,BLACK OR AFRICAN AMERICAN,NON-HISPANIC,24,FEMALE,YES,CITATION/SUMMONS,,46.2-862,,NO,NO,,NO,NO,Out of State resident
7/15/2021 0:00,Virginia State Police,CHESAPEAKE,TRAFFIC VIOLATION,Driver,WHITE,UNKNOWN,29,MALE,YES,CITATION/SUMMONS,,46.2-862,,NO,NO,,NO,NO,Out of State resident
7/15/2021 0:00,Hampton Police Division,HAMPTON,TRAFFIC VIOLATION,Driver,BLACK OR AFRICAN AMERICAN,NON-HISPANIC,25,MALE,YES,WARNING,,46.2-715,,NO,NO,,NO,NO,
7/15/2021 0:00,Newport News Police Department,NEWPORT NEWS,TRAFFIC VIOLATION,Driver,BLACK OR AFRICAN AMERICAN,UNKNOWN,39,MALE,YES,CITATION/SUMMONS,,46.2-1030,,NO,NO,,NO,NO,Unknown
7/15/2021 0:00,Newport News Police Department,NEWPORT NEWS,TRAFFIC VIOLATION,Driver,BLACK OR AFRICAN AMERICAN,UNKNOWN,51,MALE,YES,CITATION/SUMMONS,,46.2-874,,NO,NO,,NO,NO,Unknown
7/15/2021 0:00,Newport News Police Department,NEWPORT NEWS,TRAFFIC VIOLATION,Driver,WHITE,UNKNOWN,25,FEMALE,YES,CITATION/SUMMONS,,46.2-878,,NO,NO,,NO,NO,Unknown
7/15/2021 0:00,Newport News Police Department,NEWPORT NEWS,TRAFFIC VIOLATION,Driver,WHITE,UNKNOWN,17,MALE,YES,CITATION/SUMMONS,,46.2-104,,NO,NO,,NO,NO,Unknown
7/15/2021 0:00,Newport News Police Department,NEWPORT NEWS,TRAFFIC VIOLATION,Driver,BLACK OR AFRICAN AMERICAN,UNKNOWN,17,MALE,YES,CITATION/SUMMONS,,46.2-804,,NO,NO,,NO,NO,Unknown
7/15/2021 0:00,Newport News Police Department,NEWPORT NEWS,TRAFFIC VIOLATION,Driver,BLACK OR AFRICAN AMERICAN,UNKNOWN,28,FEMALE,YES,CITATION/SUMMONS,,46.2-646,,NO,NO,,NO,NO,Unknown
7/15/2021 0:00,Newport News Police Department,NEWPORT NEWS,TRAFFIC VIOLATION,Driver,BLACK OR AFRICAN AMERICAN,UNKNOWN,32,MALE,YES,CITATION/SUMMONS,,46.2-833,,NO,NO,,NO,NO,Unknown
7/15/2021 0:00,Newport News Police Department,NEWPORT NEWS,TRAFFIC VIOLATION,Driver,BLACK OR AFRICAN AMERICAN,UNKNOWN,24,FEMALE,YES,CITATION/SUMMONS,,46.2-301,,NO,NO,,NO,NO,Unknown
7/15/2021 0:00,Newport News Police Department,NEWPORT NEWS,TRAFFIC VIOLATION,Driver,BLACK OR AFRICAN AMERICAN,UNKNOWN,24,FEMALE,YES,CITATION/SUMMONS,,46.2-852,,NO,NO,,NO,NO,Unknown
7/15/2021 0:00,Newport News Police Department,NEWPORT NEWS,TRAFFIC VIOLATION,Driver,BLACK OR AFRICAN AMERICAN,NON-HISPANIC,28,FEMALE,YES,CITATION/SUMMONS,,46.2-301,,NO,NO,,NO,NO,Unknown
7/15/2021 0:00,Newport News Police Department,NEWPORT NEWS,TRAFFIC VIOLATION,Driver,BLACK OR AFRICAN AMERICAN,UNKNOWN,29,FEMALE,YES,CITATION/SUMMONS,,46.2-862(i),,NO,NO,,NO,NO,Unknown
7/15/2021 0:00,Newport News Police Department,NEWPORT NEWS,TRAFFIC VIOLATION,Driver,BLACK OR AFRICAN AMERICAN,UNKNOWN,37,FEMALE,YES,CITATION/SUMMONS,,46.2-833,,NO,NO,,NO,NO,Unknown
7/15/2021 0:00,Newport News Police Department,NEWPORT NEWS,TRAFFIC VIOLATION,Driver,BLACK OR AFRICAN AMERICAN,NON-HISPANIC,55,MALE,YES,CITATION/SUMMONS,,46.2-848,,NO,NO,,NO,NO,Unknown
7/15/2021 0:00,Newport News Police Department,NEWPORT NEWS,TRAFFIC VIOLATION,Driver,BLACK OR AFRICAN AMERICAN,UNKNOWN,26,MALE,YES,CITATION/SUMMONS,,46.2-300,,NO,NO,,NO,NO,Unknown
7/15/2021 0:00,Newport News Police Department,NEWPORT NEWS,TRAFFIC VIOLATION,Driver,BLACK OR AFRICAN AMERICAN,UNKNOWN,40,FEMALE,YES,CITATION/SUMMONS,,46.2-888,,NO,NO,,NO,NO,Unknown
7/15/2021 0:00,Newport News Police Department,NEWPORT NEWS,TRAFFIC VIOLATION,Driver,BLACK OR AFRICAN AMERICAN,UNKNOWN,24,FEMALE,YES,CITATION/SUMMONS,,46.2-806,,NO,NO,,NO,NO,Unknown
7/15/2021 0:00,Newport News Police Department,NEWPORT NEWS,TRAFFIC VIOLATION,Driver,WHITE,HISPANIC,58,MALE,YES,CITATION/SUMMONS,,46.2-862(i),,NO,NO,,NO,NO,Unknown
7/15/2021 0:00,Newport News Police Department,NEWPORT NEWS,TRAFFIC VIOLATION,Driver,WHITE,UNKNOWN,36,MALE,YES,CITATION/SUMMONS,,46.2-646,,NO,NO,,NO,NO,Unknown
7/15/2021 0:00,Newport News Police Department,NEWPORT NEWS,TRAFFIC VIOLATION,Driver,WHITE,NON-HISPANIC,37,FEMALE,YES,CITATION/SUMMONS,,46.2-301,,NO,NO,,NO,NO,Unknown
7/15/2021 0:00,Hampton Police Division,HAMPTON,TRAFFIC VIOLATION,Driver,WHITE,HISPANIC,35,MALE,YES,WARNING,,46.2-1030,,NO,NO,,NO,NO,
7/15/2021 0:00,Hampton Police Division,HAMPTON,TRAFFIC VIOLATION,Driver,BLACK OR AFRICAN AMERICAN,NON-HISPANIC,46,FEMALE,YES,WARNING,,46.2-646,,NO,NO,,NO,NO,
7/15/2021 0:00,Hampton Police Division,HAMPTON,TRAFFIC VIOLATION,Driver,BLACK OR AFRICAN AMERICAN,NON-HISPANIC,53,FEMALE,YES,WARNING,,46.2-875,,NO,NO,,NO,NO,
7/15/2021 0:00,Hampton Police Division,HAMPTON,TRAFFIC VIOLATION,Driver,BLACK OR AFRICAN AMERICAN,NON-HISPANIC,46,MALE,YES,WARNING,,46.2-910,,NO,NO,,NO,NO,
7/15/2021 0:00,Hampton Police Division,HAMPTON,TRAFFIC VIOLATION,Driver,BLACK OR AFRICAN AMERICAN,NON-HISPANIC,24,MALE,YES,WARNING,,46.2-875,,NO,NO,,NO,NO,
7/15/2021 0:00,Hampton Police Division,HAMPTON,TRAFFIC VIOLATION,Driver,BLACK OR AFRICAN AMERICAN,NON-HISPANIC,22,MALE,YES,CITATION/SUMMONS,,46.2-830,,NO,NO,,NO,NO,
7/15/2021 0:00,Hampton Police Division,HAMPTON,TRAFFIC VIOLATION,Driver,WHITE,NON-HISPANIC,31,FEMALE,YES,CITATION/SUMMONS,,46.2-875,,NO,NO,,NO,NO,
7/15/2021 0:00,Hampton Police Division,HAMPTON,TRAFFIC VIOLATION,Driver,BLACK OR AFRICAN AMERICAN,NON-HISPANIC,51,FEMALE,YES,CITATION/SUMMONS,,46.2-878,,NO,NO,,NO,NO,
7/15/2021 0:00,Hampton Police Division,HAMPTON,TRAFFIC VIOLATION,Driver,BLACK OR AFRICAN AMERICAN,NON-HISPANIC,33,MALE,YES,WARNING,,46.2-613,,NO,NO,,NO,NO,
7/15/2021 0:00,Hampton Police Division,HAMPTON,TRAFFIC VIOLATION,Driver,BLACK OR AFRICAN AMERICAN,NON-HISPANIC,22,FEMALE,YES,WARNING,,46.2-833,,NO,NO,,NO,NO,
7/15/2021 0:00,Hampton Police Division,HAMPTON,TRAFFIC VIOLATION,Driver,BLACK OR AFRICAN AMERICAN,NON-HISPANIC,33,MALE,YES,WARNING,,46.2-804,,NO,NO,,NO,NO,
7/15/2021 0:00,Hampton Police Division,HAMPTON,TRAFFIC VIOLATION,Driver,BLACK OR AFRICAN AMERICAN,NON-HISPANIC,21,MALE,YES,WARNING,,46.2-646,,NO,NO,,NO,NO,
7/15/2021 0:00,Hampton Police Division,HAMPTON,EQUIPMENT VIOLATION,Driver,BLACK OR AFRICAN AMERICAN,NON-HISPANIC,21,MALE,YES,WARNING,,46.2-646,,YES,NO,,NO,NO,
7/15/2021 0:00,Chesapeake Police Department,CHESAPEAKE,TRAFFIC VIOLATION,Driver,WHITE,NON-HISPANIC,35,MALE,YES,WARNING,,46.2-1003,,NO,NO,,NO,NO,
7/15/2021 0:00,Chesapeake Police Department,CHESAPEAKE,EQUIPMENT VIOLATION,Driver,WHITE,HISPANIC,28,MALE,NO,WARNING,,46.2-1003,,NO,NO,,NO,NO,
7/15/2021 0:00,Chesapeake Police Department,CHESAPEAKE,TRAFFIC VIOLATION,Driver,WHITE,NON-HISPANIC,21,FEMALE,YES,NO ENFORCEMENT ACTION,,46.2-1060,,NO,NO,,NO,NO,
7/15/2021 0:00,Chesapeake Police Department,CHESAPEAKE,TRAFFIC VIOLATION,Driver,BLACK OR AFRICAN AMERICAN,NON-HISPANIC,17,FEMALE,YES,WARNING,,46.2-1101,,NO,NO,,NO,NO,
7/15/2021 0:00,Chesapeake Police Department,CHESAPEAKE,TRAFFIC VIOLATION,Driver,WHITE,NON-HISPANIC,20,MALE,YES,CITATION/SUMMONS,,46.2-1158,,NO,NO,,NO,NO,
7/15/2021 0:00,Chesapeake Police Department,CHESAPEAKE,TRAFFIC VIOLATION,Driver,WHITE,NON-HISPANIC,32,FEMALE,YES,CITATION/SUMMONS,,46.2-1158,,NO,NO,,NO,NO,
7/15/2021 0:00,Chesapeake Police Department,CHESAPEAKE,TRAFFIC VIOLATION,Driver,WHITE,NON-HISPANIC,29,MALE,YES,WARNING,,46.2-1158,,NO,NO,,NO,NO,
7/15/2021 0:00,Chesapeake Police Department,CHESAPEAKE,TRAFFIC VIOLATION,Driver,BLACK OR AFRICAN AMERICAN,NON-HISPANIC,45,MALE,YES,WARNING,,46.2-1173,,NO,NO,,NO,NO,
7/15/2021 0:00,Chesapeake Police Department,CHESAPEAKE,TRAFFIC VIOLATION,Driver,BLACK OR AFRICAN AMERICAN,HISPANIC,24,MALE,YES,CITATION/SUMMONS,,46.2-1304,,NO,NO,,NO,NO,
7/15/2021 0:00,Chesapeake Police Department,CHESAPEAKE,TRAFFIC VIOLATION,Driver,BLACK OR AFRICAN AMERICAN,NON-HISPANIC,46,MALE,YES,CITATION/SUMMONS,,46.2-1304,,NO,NO,,NO,NO,
7/15/2021 0:00,Chesapeake Police Department,CHESAPEAKE,TRAFFIC VIOLATION,Driver,WHITE,NON-HISPANIC,39,MALE,YES,CITATION/SUMMONS,,46.2-149,,NO,NO,,NO,NO,
7/15/2021 0:00,Chesapeake Police Department,CHESAPEAKE,TRAFFIC VIOLATION,Driver,WHITE,NON-HISPANIC,39,FEMALE,YES,WARNING,,46.2-1564,,NO,NO,,NO,NO,
7/15/2021 0:00,Chesapeake Police Department,CHESAPEAKE,TRAFFIC VIOLATION,Driver,BLACK OR AFRICAN AMERICAN,NON-HISPANIC,29,MALE,YES,CITATION/SUMMONS,,46.2-301,,NO,NO,,NO,NO,
7/15/2021 0:00,Chesapeake Police Department,CHESAPEAKE,TRAFFIC VIOLATION,Driver,WHITE,NON-HISPANIC,40,FEMALE,YES,WARNING,,46.2-301,,NO,NO,,NO,NO,
7/15/2021 0:00,Chesapeake Police Department,CHESAPEAKE,EQUIPMENT VIOLATION,Driver,BLACK OR AFRICAN AMERICAN,NON-HISPANIC,30,MALE,YES,CITATION/SUMMONS,,46.2-613,,NO,NO,,NO,NO,
7/15/2021 0:00,Chesapeake Police Department,CHESAPEAKE,TRAFFIC VIOLATION,Driver,BLACK OR AFRICAN AMERICAN,NON-HISPANIC,21,MALE,YES,NO ENFORCEMENT ACTION,,46.2-613,,NO,NO,,NO,NO,
7/15/2021 0:00,Chesapeake Police Department,CHESAPEAKE,TRAFFIC VIOLATION,Driver,BLACK OR AFRICAN AMERICAN,NON-HISPANIC,18,MALE,YES,WARNING,,46.2-615,,NO,NO,,NO,NO,
7/15/2021 0:00,Chesapeake Police Department,CHESAPEAKE,EQUIPMENT VIOLATION,Driver,WHITE,NON-HISPANIC,29,FEMALE,YES,WARNING,,46.2-646,,NO,NO,,NO,NO,
7/15/2021 0:00,Chesapeake Police Department,CHESAPEAKE,TRAFFIC VIOLATION,Driver,BLACK OR AFRICAN AMERICAN,NON-HISPANIC,18,FEMALE,YES,WARNING,,46.2-646,,YES,NO,,NO,NO,
7/15/2021 0:00,Chesapeake Police Department,CHESAPEAKE,TRAFFIC VIOLATION,Driver,BLACK OR AFRICAN AMERICAN,NON-HISPANIC,50,MALE,YES,CITATION/SUMMONS,,46.2-646,,NO,NO,,NO,NO,
7/15/2021 0:00,Chesapeake Police Department,CHESAPEAKE,TRAFFIC VIOLATION,Driver,BLACK OR AFRICAN AMERICAN,NON-HISPANIC,50,MALE,YES,CITATION/SUMMONS,,46.2-646,,NO,NO,,NO,NO,
7/15/2021 0:00,Chesapeake Police Department,CHESAPEAKE,TRAFFIC VIOLATION,Driver,WHITE,NON-HISPANIC,37,MALE,YES,CITATION/SUMMONS,,46.2-646,,NO,NO,,NO,NO,
7/15/2021 0:00,Chesapeake Police Department,CHESAPEAKE,TRAFFIC VIOLATION,Driver,WHITE,NON-HISPANIC,56,MALE,YES,CITATION/SUMMONS,,46.2-646,,NO,NO,,NO,NO,
7/15/2021 0:00,Chesapeake Police Department,CHESAPEAKE,EQUIPMENT VIOLATION,Driver,BLACK OR AFRICAN AMERICAN,NON-HISPANIC,24,MALE,YES,WARNING,,46.2-646,,NO,NO,,NO,NO,
7/15/2021 0:00,Chesapeake Police Department,CHESAPEAKE,EQUIPMENT VIOLATION,Driver,BLACK OR AFRICAN AMERICAN,NON-HISPANIC,27,MALE,YES,WARNING,,46.2-646,,NO,NO,,NO,NO,
7/15/2021 0:00,Chesapeake Police Department,CHESAPEAKE,TRAFFIC VIOLATION,Driver,WHITE,NON-HISPANIC,25,FEMALE,YES,CITATION/SUMMONS,,46.2-646,,NO,NO,,NO,NO,
7/15/2021 0:00,Chesapeake Police Department,CHESAPEAKE,TRAFFIC VIOLATION,Driver,WHITE,NON-HISPANIC,40,FEMALE,YES,WARNING,,46.2-715,,NO,NO,,NO,NO,
7/15/2021 0:00,Chesapeake Police Department,CHESAPEAKE,EQUIPMENT VIOLATION,Driver,BLACK OR AFRICAN AMERICAN,NON-HISPANIC,68,MALE,YES,WARNING,,46.2-716,,NO,NO,,NO,NO,
7/15/2021 0:00,Chesapeake Police Department,CHESAPEAKE,EQUIPMENT VIOLATION,Driver,BLACK OR AFRICAN AMERICAN,NON-HISPANIC,34,MALE,YES,WARNING,,46.2-716,,NO,NO,,NO,NO,
