GEOID,NAME,variable,estimate,moe,geometry
51073,"Gloucester County, Virginia",Black Population,5.9,3.5,"list(list(c(-76.706298, -76.704131, -76.703334, -76.704721, -76.704425, -76.702136, -76.699072, -76.691233, -76.687006, -76.685864, -76.685895, -76.685284, -76.680091, -76.673994, -76.673254, -76.670453, -76.669242, -76.667425, -76.664999, -76.662155, -76.661583, -76.662667, -76.662071, -76.659628, -76.656882, -76.655104, -76.654033, -76.655521, -76.654224, -76.652481, -76.651267, -76.651104, -76.652326, -76.651886, -76.649138, -76.651296, -76.651524, -76.650189, -76.650061, -76.647973, -76.646794, 
-76.645644, -76.648151, -76.646726, -76.647874, -76.647934, -76.648922, -76.648009, -76.650744, -76.651523, -76.651325, -76.652118, -76.657182, -76.657261, -76.658992, -76.659794, -76.661793, -76.661903, -76.664398, -76.667467, -76.6675, -76.668356, -76.668855, -76.669322, -76.669084, -76.667451, -76.666492, -76.667624, -76.665734, -76.661475, -76.661293, -76.662003, -76.663231, -76.661983, -76.660912, -76.654076, -76.652143, -76.650239, -76.647792, -76.645957, -76.645178, -76.642792, -76.642002, 
-76.640021, -76.639601, -76.637791, -76.636972, -76.634336, -76.632008, -76.630939, -76.629592, -76.628251, -76.624346, -76.624342, -76.623204, -76.621282, -76.619797, -76.617373, -76.614693, -76.611742, -76.612737, -76.614418, -76.614983, -76.612667, -76.612478, -76.609432, -76.608265, -76.606015, -76.603579, -76.601524, -76.599625, -76.59741, -76.595767, -76.595138, -76.593886, -76.59198, -76.590991, -76.589613, -76.58924, -76.588893, -76.586364, -76.582617, -76.582645, -76.580769, -76.580917, 
-76.576416, -76.574934, -76.5762, -76.574351, -76.575985, -76.574777, -76.574853, -76.57353, -76.571356, -76.57031, -76.568196, -76.565901, -76.561683, -76.559065, -76.556626, -76.557784, -76.55593, -76.553357, -76.552947, -76.553602, -76.553087, -76.550698, -76.550686, -76.55208, -76.551459, -76.547937, -76.546082, -76.54576, -76.543021, -76.542773, -76.534311, -76.531847, -76.529771, -76.528832, -76.527314, -76.526138, -76.523653, -76.521998, -76.517356, -76.511995, -76.507266, -76.503145, -76.501303, 
-76.500717, -76.499671, -76.499163, -76.495663, -76.487614, -76.481221, -76.475763, -76.472686, -76.470129, -76.464364, -76.462195, -76.456263, -76.453285, -76.443978, -76.439549, -76.437561, -76.43838, -76.436052, -76.435796, -76.439448, -76.44359, -76.444645, -76.445376, -76.447752, -76.449625, -76.450199, -76.451828, -76.449069, -76.449582, -76.448201, -76.447193, -76.447735, -76.447188, -76.447761, -76.446539, -76.446565, -76.447009, -76.446203, -76.444135, -76.444736, -76.443041, -76.443008, 
-76.442145, -76.442333, -76.44685, -76.448362, -76.448717, -76.445332, -76.446807, -76.444263, -76.446954, -76.447979, -76.446311, -76.446397, -76.449373, -76.450221, -76.449904, -76.448031, -76.447944, -76.444736, -76.432225, -76.419394, -76.414534077025, -76.416102, -76.415032, -76.415167, -76.418719, -76.41634, -76.415743, -76.416034, -76.415659, -76.414741, -76.414912, -76.417321, -76.416517, -76.41231, -76.409717, -76.409572, -76.409328, -76.409857, -76.414532, -76.415652, -76.418219, -76.420616, 
-76.423503, -76.423945, -76.428699, -76.437525, -76.443673, -76.448307, -76.451041, -76.450684, -76.450922, -76.454844, -76.4588933801843, -76.461023, -76.463638, -76.465064, -76.467203, -76.468035, -76.467322, -76.46958, -76.4679891221116, -76.467322, -76.465064, -76.461499, -76.459716, -76.458647, -76.456507, -76.453061, -76.449021, -76.446881, -76.446406, -76.445333, -76.444148, -76.434965, -76.425418, -76.426478, -76.424985, -76.42378, -76.420887, -76.417053, -76.414702, -76.413487, -76.412774, 
-76.41234, -76.410132, -76.411467, -76.408853, -76.405406, -76.403676, -76.402674, -76.404693, -76.406388, -76.404693, -76.405051, -76.4059, -76.407664, -76.410279, -76.412418, -76.41527, -76.41634, -76.414795, -76.413369, -76.411348, -76.412893, -76.416934, -76.418598, -76.420024, -76.42145, -76.42549, -76.428699, -76.433096, -76.434641, -76.437137, -76.438206, -76.4383340251744, -76.438563, -76.438563, -76.433602297158, -76.430125, -76.427391, -76.426084, -76.422876, -76.421212, -76.4193014292675, 
-76.419192, -76.414795, -76.411586, -76.41016, -76.403148, -76.400792, -76.399345, -76.394711, -76.393403, -76.390971, -76.388592, -76.389838, -76.391502, -76.393047, -76.395543, -76.39685, -76.394592, -76.393166, -76.392572, -76.389006, -76.386297, -76.384893, -76.385603, -76.382084, -76.382114, -76.382377, -76.382946, -76.381075, -76.378667, -76.377471, -76.376291, -76.368922, -76.366928, -76.352556, -76.352998, -76.354554, -76.359998, -76.362386, -76.365096, -76.370901, -76.3752765260058, -76.3763996465841, 
-76.379024, -76.383064, -76.386748, -76.390076, -76.391686, -76.392788, -76.395858, -76.403033, -76.411229, -76.4156435476235, -76.417171, -76.420737, -76.42347, -76.42454, -76.422885, -76.429141, -76.430363, -76.433928, -76.439623, -76.44515, -76.4455965042701, -76.452579, -76.456504, -76.458406, -76.464564, -76.468905, -76.47332, -76.477193, -76.4811255746715, -76.4817303212422, -76.48284, -76.486032, -76.493302, -76.496081, -76.498814, -76.50131, -76.503925, -76.5049226505698, -76.504994, -76.5062985436263, 
-76.512589, -76.516057, -76.520281, -76.526892, -76.529503, -76.530089, -76.53641, -76.544682, -76.545962, -76.553322, -76.561258, -76.566602, -76.569978, -76.573498, -76.576731, -76.580107, -76.586197, -76.590748, -76.599384, -76.600713, -76.60725, -76.610529, -76.613479, -76.616325, -76.623484, -76.624676, -76.62938, -76.632433, -76.637277, -76.63965, -76.647453, -76.649673, -76.658651, -76.662334, -76.668035, -76.672296, -76.698879, -76.712305, -76.706298, 37.437175, 37.440536, 37.444631, 37.448035, 
37.448897, 37.450523, 37.450974, 37.447582, 37.447882, 37.449825, 37.451982, 37.453382, 37.457331, 37.461323, 37.461375, 37.459778, 37.456164, 37.455525, 37.457044, 37.457802, 37.458669, 37.461344, 37.462476, 37.463907, 37.467477, 37.468699, 37.471525, 37.473813, 37.473782, 37.472358, 37.473117, 37.474897, 37.475998, 37.476597, 37.476835, 37.478655, 37.480742, 37.481584, 37.480001, 37.480007, 37.481154, 37.486339, 37.486593, 37.488647, 37.489634, 37.493778, 37.494244, 37.495891, 37.496978, 37.497939, 
37.499587, 37.500099, 37.507161, 37.508508, 37.509792, 37.511547, 37.512975, 37.514435, 37.516283, 37.520104, 37.522917, 37.523696, 37.52788, 37.528508, 37.52963, 37.530683, 37.533256, 37.535118, 37.539892, 37.557964, 37.559839, 37.562998, 37.56566, 37.566755, 37.573626, 37.603174, 37.601319, 37.600633, 37.598944, 37.598826, 37.59771, 37.597087, 37.595614, 37.594771, 37.592836, 37.592445, 37.590842, 37.590476, 37.591255, 37.59027, 37.591528, 37.591485, 37.589682, 37.58827, 37.586016, 37.586366, 37.588609, 
37.590339, 37.591012, 37.590289, 37.587069, 37.586479, 37.583979, 37.582728, 37.581895, 37.582022, 37.582916, 37.583259, 37.585596, 37.588148, 37.587577, 37.588225, 37.588079, 37.586434, 37.58697, 37.58552, 37.582986, 37.583414, 37.581828, 37.579797, 37.578266, 37.578513, 37.577687, 37.576741, 37.575673, 37.575186, 37.573791, 37.571645, 37.570229, 37.569752, 37.567926, 37.566543, 37.562946, 37.562412, 37.561438, 37.562374, 37.56175, 37.562018, 37.561347, 37.55966, 37.556538, 37.555054, 37.555359, 
37.556993, 37.558576, 37.559824, 37.561234, 37.562076, 37.566374, 37.567149, 37.567884, 37.566777, 37.565105, 37.56427, 37.559482, 37.558633, 37.55768, 37.556363, 37.555029, 37.554317, 37.550537, 37.548576, 37.548312, 37.548489, 37.548739, 37.547505, 37.543489, 37.540825, 37.538336, 37.537096, 37.536869, 37.537207, 37.536259, 37.536217, 37.533294, 37.530691, 37.529667, 37.528668, 37.527405, 37.520926, 37.51998, 37.515861, 37.514461, 37.51436, 37.511947, 37.510038, 37.50941, 37.501739, 37.495432, 
37.494208, 37.491771, 37.490698, 37.488806, 37.486245, 37.484598, 37.481164, 37.47805, 37.475808, 37.472993, 37.469994, 37.468072, 37.46695, 37.465085, 37.464925, 37.462532, 37.460358, 37.459673, 37.457544, 37.456652, 37.454539, 37.45285, 37.452046, 37.450693, 37.449847, 37.448141, 37.445299, 37.442586, 37.439106, 37.4378, 37.436556, 37.434345, 37.43344, 37.431839, 37.430219, 37.427992, 37.423899, 37.420064, 37.418539, 37.416515, 37.414096, 37.4135904346518, 37.409301, 37.405903, 37.402133, 37.3978, 
37.394008, 37.390386, 37.386346, 37.383118, 37.381677, 37.379799, 37.379547, 37.37767, 37.374917, 37.374788, 37.371538, 37.370117, 37.368676, 37.368354, 37.36991, 37.372022, 37.37293, 37.375683, 37.37805, 37.381544, 37.37975, 37.380599, 37.381166, 37.38126, 37.385132, 37.386832, 37.388154, 37.3876585587604, 37.387398, 37.385227, 37.381827, 37.379844, 37.376539, 37.373233, 37.370589, 37.3678609755607, 37.366717, 37.366055, 37.363883, 37.362466, 37.359727, 37.359349, 37.359821, 37.36086, 37.361994, 
37.364922, 37.36646, 37.366528, 37.354524, 37.350632, 37.348572, 37.346901, 37.345437, 37.343356, 37.341589, 37.339679, 37.340549, 37.342439, 37.34496, 37.34416, 37.341022, 37.339321, 37.338565, 37.338663, 37.336104, 37.334975, 37.332924, 37.331667, 37.33077, 37.329922, 37.3311, 37.332234, 37.333557, 37.331667, 37.329305, 37.327132, 37.32562, 37.324486, 37.322595, 37.320516, 37.32165, 37.321745, 37.320611, 37.323257, 37.323068, 37.322406, 37.323824, 37.324108, 37.321934, 37.3194936321792, 37.315129, 
37.313806, 37.3124167915601, 37.311443, 37.310689, 37.309174, 37.308135, 37.308985, 37.3077336707529, 37.307662, 37.307568, 37.307568, 37.309364, 37.310876, 37.312802, 37.313333, 37.312861, 37.311538, 37.310102, 37.308477, 37.307379, 37.304732, 37.304543, 37.304921, 37.30303, 37.300856, 37.298587, 37.296129, 37.296224, 37.298314, 37.295773, 37.294108, 37.292751, 37.289511, 37.287862, 37.286297, 37.28534, 37.285729, 37.28403, 37.280623, 37.278354, 37.279612, 37.278334, 37.276841, 37.272331, 37.27085, 
37.268613, 37.268784, 37.268743, 37.2684693612937, 37.26839912305, 37.268235, 37.266154, 37.264736, 37.263506, 37.263834, 37.264973, 37.265326, 37.264492, 37.264925, 37.2650654156009, 37.265114, 37.263885, 37.262277, 37.258683, 37.254911, 37.25331, 37.254426, 37.25698, 37.254674, 37.254598, 37.2544895744106, 37.252794, 37.252416, 37.252232, 37.249911, 37.251077, 37.251101, 37.250174, 37.2534171379928, 37.2539158638259, 37.254831, 37.252687, 37.24947, 37.249129, 37.248656, 37.247237, 37.245345, 37.2452563406884, 
37.24525, 37.2433869657838, 37.24637, 37.248752, 37.254576, 37.260534, 37.263761, 37.264592, 37.271119, 37.276528, 37.277136, 37.280976, 37.283536, 37.286352, 37.289104, 37.293744, 37.296896, 37.299248, 37.302679, 37.305922, 37.312791, 37.314038, 37.320923, 37.324782, 37.329679, 37.333087, 37.339138, 37.340314, 37.346991, 37.350616, 37.355595, 37.358857, 37.371522, 37.37439, 37.380139, 37.383402, 37.390893, 37.395808, 37.419106, 37.431309, 37.437175)))"
51093,"Isle of Wight County, Virginia",Black Population,11.3,3.3,"list(list(c(-76.928333, -76.925885, -76.926776, -76.924629, -76.922643, -76.924464, -76.924279, -76.923358, -76.922585, -76.921306, -76.918764, -76.918405, -76.919782, -76.918859, -76.916692, -76.916989, -76.914176, -76.916572, -76.91346, -76.913876, -76.915834, -76.91366, -76.91699, -76.915377, -76.912953, -76.912542, -76.910306, -76.909501, -76.90591, -76.904227, -76.903552, -76.901871, -76.898509, -76.896655, -76.894807, -76.899719, -76.900539, -76.900146, -76.901724, -76.900361, -76.901405, -76.897564, 
-76.898305, -76.89571, -76.895053, -76.894532, -76.89278, -76.892801, -76.890543, -76.889626, -76.886934, -76.886622, -76.88462, -76.884829, -76.887574, -76.887977, -76.889389, -76.888153, -76.885181, -76.887202, -76.886467, -76.88499, -76.883445, -76.879882, -76.878316, -76.875687, -76.872666, -76.871928, -76.868614, -76.867007, -76.86559, -76.865194, -76.866083, -76.86541, -76.861938, -76.861718, -76.862545, -76.863571, -76.866199, -76.868025, -76.868881, -76.86739, -76.866572, -76.865603, -76.865484, 
-76.864029, -76.865724, -76.864546, -76.864624, -76.86255, -76.86215, -76.863098, -76.862027, -76.859969, -76.859041, -76.859217, -76.857495, -76.856213, -76.855625, -76.856863, -76.858997, -76.858817, -76.859689, -76.857749, -76.857597, -76.856004, -76.855607, -76.853988, -76.853191, -76.85171, -76.850607, -76.849285, -76.849915, -76.84865, -76.850579, -76.852202, -76.85105, -76.851915, -76.849604, -76.84747, -76.845551, -76.844389, -76.840847, -76.839506, -76.839521, -76.837251, -76.836192, -76.835823, 
-76.833855, -76.835767, -76.838488, -76.838893, -76.838687, -76.835088, -76.831392, -76.830187, -76.831099, -76.82985, -76.829071, -76.827261, -76.82494, -76.824181, -76.822317, -76.821924, -76.820427, -76.820438, -76.818031, -76.817737, -76.820526, -76.822108, -76.823301, -76.82303, -76.826073, -76.827278, -76.827272, -76.825818, -76.826388, -76.825636, -76.822229, -76.822103, -76.819414, -76.818528, -76.819396, -76.816965, -76.816499, -76.814941, -76.815576, -76.817073, -76.819087, -76.816139, 
-76.816432, -76.815269, -76.815601, -76.81855, -76.821225, -76.822498, -76.824283, -76.827306, -76.828778, -76.830817, -76.833043, -76.833464, -76.835658, -76.835154, -76.836282, -76.836042, -76.833701, -76.833669, -76.831432, -76.833125, -76.83468, -76.837213, -76.837581, -76.839989, -76.843028, -76.844829, -76.845745, -76.844257, -76.845339, -76.845298, -76.846873, -76.850371, -76.852503, -76.851144, -76.853335, -76.855798, -76.85897, -76.859281, -76.857342, -76.857509, -76.85508, -76.855986, -76.855224, 
-76.853063, -76.853927, -76.851196, -76.851253, -76.854212, -76.854118, -76.852311, -76.851632, -76.850122, -76.851157, -76.850115, -76.850273, -76.849288, -76.849105, -76.849684, -76.837581, -76.825667, -76.771586, -76.729753, -76.711775, -76.710719, -76.709855, -76.708127, -76.706207, -76.704127, -76.701679, -76.698255, -76.697967, -76.699967, -76.700991, -76.701183, -76.697183, -76.696159, -76.694463, -76.693391, -76.693322, -76.695007, -76.693407, -76.693759, -76.695647, -76.693727, -76.691087, 
-76.689775, -76.687775, -76.687871, -76.684478, -76.683822, -76.683838, -76.681694, -76.684142, -76.682078, -76.682974, -76.68419, -76.682622, -76.681406, -76.679454, -76.679006, -76.677966, -76.675166, -76.67779, -76.679358, -76.679102, -76.677134, -76.678606, -76.679966, -76.67979, -76.680286, -76.679806, -76.678222, -76.675822, -76.672654, -76.672606, -76.674654, -76.675742, -76.675422, -76.67379, -76.671588, -76.668993, -76.667092, -76.6670322225413, -76.666542, -76.665367, -76.664358, -76.664121, 
-76.665071, -76.664477, -76.662932, -76.662374663455, -76.659486, -76.657397, -76.656894, -76.657169, -76.658416, -76.657671, -76.657109, -76.65811, -76.667646, -76.669822, -76.669944, -76.66835, -76.66626, -76.662558, -76.659129, -76.6546526449948, -76.653998, -76.646013, -76.638451, -76.612124, -76.603559, -76.600066, -76.586491, -76.580991, -76.577962, -76.577249, -76.57606, -76.577486, -76.579982, -76.581111, -76.583547, -76.5821730594656, -76.582121, -76.5795149594143, -76.579388, -76.5767885479729, 
-76.575704, -76.571663, -76.5707078507468, -76.570475, -76.570237, -76.569405, -76.566197, -76.562923, -76.556927, -76.551246, -76.548371, -76.5454, -76.543498, -76.540646, -76.53411, -76.524853, -76.522971, -76.524142, -76.521006, -76.517591, -76.513363, -76.5117799300356, -76.500355, -76.495962, -76.492991, -76.489188, -76.486455, -76.487559, -76.486935, -76.486405, -76.485528, -76.487049, -76.488238, -76.489426, -76.495249, -76.499171, -76.499884, -76.499765, -76.498814, -76.497745, -76.496913, 
-76.4951708895556, -76.500425, -76.501754, -76.502845, -76.508411, -76.512552, -76.515877, -76.518442, -76.521099, -76.524547, -76.527156, -76.526428, -76.529279, -76.53352, -76.534625, -76.535812, -76.537863, -76.544317, -76.56927, -76.581707, -76.611708, -76.631277, -76.632902, -76.661048, -76.662987, -76.670513, -76.691033, -76.723256, -76.741229, -76.747665, -76.75581, -76.793189, -76.813535, -76.814643, -76.827275, -76.860938, -76.869449, -76.897592, -76.9004, -76.907702, -76.909672, -76.910569, 
-76.912598, -76.912964, -76.912077, -76.913873, -76.913801, -76.915935, -76.917749, -76.917742, -76.915053, -76.912163, -76.91197, -76.912015, -76.914856, -76.917729, -76.919013, -76.917129, -76.916467, -76.918298, -76.919961, -76.921455, -76.92315, -76.924982, -76.92518, -76.924989, -76.924575, -76.92448, -76.924047, -76.923878, -76.923308, -76.922266, -76.920915, -76.920638, -76.920531, -76.920953, -76.920984, -76.920004, -76.917657, -76.917625, -76.918493, -76.919586, -76.917224, -76.917039, -76.917328, 
-76.91708, -76.915846, -76.916505, -76.91581, -76.91507, -76.913889, -76.913101, -76.912221, -76.915772, -76.916913, -76.918045, -76.920275, -76.920407, -76.922396, -76.923824, -76.925691, -76.92649, -76.927962, -76.92745, -76.930272, -76.928333, 36.704689, 36.705333, 36.706443, 36.707729, 36.709558, 36.710757, 36.712754, 36.713546, 36.715922, 36.716587, 36.716035, 36.71693, 36.718156, 36.719849, 36.718063, 36.719531, 36.722144, 36.724468, 36.72552, 36.727723, 36.728766, 36.729261, 36.733724, 36.736455, 
36.737374, 36.738751, 36.738756, 36.741429, 36.740116, 36.738884, 36.739304, 36.742533, 36.744581, 36.745153, 36.747034, 36.753576, 36.752841, 36.755091, 36.755008, 36.756311, 36.757393, 36.759612, 36.761998, 36.762126, 36.763408, 36.762184, 36.76251, 36.760439, 36.76061, 36.762021, 36.764057, 36.763041, 36.764402, 36.766335, 36.769152, 36.771198, 36.771535, 36.773969, 36.775557, 36.776931, 36.777964, 36.780222, 36.781181, 36.78116, 36.782283, 36.782999, 36.784876, 36.788323, 36.787724, 36.787959, 
36.789574, 36.792264, 36.793732, 36.795505, 36.797653, 36.80064, 36.803893, 36.804928, 36.803915, 36.806029, 36.808449, 36.809354, 36.81159, 36.810654, 36.81344, 36.813919, 36.816873, 36.817368, 36.819703, 36.822584, 36.823957, 36.825053, 36.826807, 36.82743, 36.826722, 36.824937, 36.82492, 36.825875, 36.827207, 36.831023, 36.832147, 36.833589, 36.835699, 36.836795, 36.837793, 36.83853, 36.84155, 36.843212, 36.84254, 36.844694, 36.844436, 36.846256, 36.847242, 36.849964, 36.850407, 36.851807, 36.852799, 
36.853731, 36.853118, 36.854181, 36.854013, 36.855182, 36.855752, 36.857861, 36.859442, 36.860331, 36.859761, 36.861411, 36.862853, 36.864221, 36.865054, 36.865852, 36.866758, 36.868556, 36.869115, 36.870164, 36.872295, 36.872935, 36.875785, 36.876333, 36.875898, 36.878121, 36.878315, 36.876935, 36.877692, 36.879029, 36.880584, 36.882057, 36.883599, 36.882345, 36.882437, 36.883846, 36.884726, 36.886023, 36.887483, 36.888556, 36.889431, 36.89122, 36.891337, 36.892599, 36.892891, 36.895595, 36.896584, 
36.898616, 36.899771, 36.900465, 36.905384, 36.906167, 36.906873, 36.909205, 36.911575, 36.912579, 36.914278, 36.915912, 36.916818, 36.91623, 36.917328, 36.920762, 36.921025, 36.917851, 36.918169, 36.917373, 36.91939, 36.920187, 36.922725, 36.924057, 36.924631, 36.925942, 36.929591, 36.930321, 36.929692, 36.929653, 36.928769, 36.929071, 36.93096, 36.932596, 36.934527, 36.938224, 36.938612, 36.940793, 36.942627, 36.944472, 36.947115, 36.948596, 36.953221, 36.95516, 36.956031, 36.957992, 36.959511, 
36.960269, 36.963652, 36.964431, 36.967322, 36.970886, 36.972193, 36.974153, 36.976102, 36.978646, 36.979799, 36.981886, 36.984325, 36.986727, 36.989612, 36.99067, 36.992386, 36.9932, 36.995573, 36.996211, 37.002237, 37.007483, 37.030907, 37.048123, 37.05538, 37.055252, 37.056324, 37.0565, 37.055748, 37.056884, 37.057204, 37.05914, 37.061268, 37.062852, 37.064324, 37.066196, 37.070996, 37.072564, 37.072884, 37.073556, 37.074838, 37.07666, 37.080452, 37.082164, 37.083284, 37.084628, 37.08546, 37.085124, 
37.08602, 37.087316, 37.088164, 37.090836, 37.092628, 37.093779, 37.097011, 37.098659, 37.101971, 37.103891, 37.105027, 37.106739, 37.105907, 37.104403, 37.104179, 37.108643, 37.109811, 37.111427, 37.112627, 37.113923, 37.115427, 37.117683, 37.121123, 37.126291, 37.127923, 37.130403, 37.132147, 37.132771, 37.133875, 37.135043, 37.136499, 37.139043, 37.140979, 37.14206, 37.140926, 37.140452, 37.140204956066, 37.138179, 37.13473, 37.132873, 37.129557, 37.125388, 37.121882, 37.118281, 37.1177139593944, 
37.114775, 37.112131, 37.109843, 37.106891, 37.103307, 37.101505, 37.0998, 37.096787, 37.076228, 37.06426, 37.059885, 37.05506, 37.050212, 37.045748, 37.042434, 37.0395881863132, 37.039172, 37.036228, 37.035414, 37.035604, 37.033311, 37.033042, 37.02874, 37.024939, 37.021942, 37.020329, 37.015395, 37.013022, 37.011979, 37.009762, 37.007044, 37.004484, 37.004387, 36.9990471436957, 36.998787, 36.9982514451442, 36.998028, 36.998313, 36.9995334684902, 36.999831, 37.001729, 37.003153, 37.003912, 37.003796, 
37.002014, 36.998946, 36.996414, 36.993567, 36.990814, 36.988251, 36.985214, 36.983833, 36.981085, 36.978316, 36.973187, 36.971828, 36.968057, 36.9677107642951, 36.965212, 36.964991, 36.962997, 36.959674, 36.95654, 36.952372, 36.948132, 36.944533, 36.938576, 36.938495, 36.939254, 36.940489, 36.941439, 36.937545, 36.93365, 36.929375, 36.928615, 36.92681, 36.92415, 36.9224996367245, 36.914626, 36.913646, 36.913313, 36.911992, 36.910534, 36.908988, 36.907103, 36.90633, 36.907412, 36.910923, 36.914628, 
36.916698, 36.915563, 36.91355, 36.912507, 36.912395, 36.907479, 36.888802, 36.879413, 36.856884, 36.84196, 36.840717, 36.819236, 36.818012, 36.812093, 36.796239, 36.7714, 36.7575, 36.752616, 36.746046, 36.719455, 36.706437, 36.705733, 36.69527, 36.670658, 36.664407, 36.64405, 36.645731, 36.64719, 36.648175, 36.649849, 36.650697, 36.652082, 36.655793, 36.657825, 36.6593, 36.660001, 36.661251, 36.662368, 36.666538, 36.669307, 36.670912, 36.672717, 36.674564, 36.674023, 36.674695, 36.676111, 36.679165, 
36.680508, 36.681384, 36.681781, 36.681395, 36.682195, 36.683342, 36.683886, 36.683913, 36.682421, 36.682452, 36.683196, 36.683795, 36.682518, 36.683237, 36.683823, 36.685099, 36.685402, 36.686007, 36.686134, 36.687199, 36.687769, 36.68867, 36.688776, 36.690175, 36.690759, 36.693043, 36.693344, 36.693117, 36.694924, 36.695381, 36.694663, 36.695672, 36.696105, 36.698408, 36.700985, 36.699916, 36.70033, 36.699045, 36.700175, 36.699988, 36.69874, 36.698329, 36.700311, 36.700502, 36.702648, 36.704996, 
36.704689)))"
